ticker,name,price,vol_ratio,vs_ma50,pattern,patterns,signal
006400,삼성SDI,542000,0.7x,+12.5%,No Supply,No Supply,bullish
034730,SK,550000,1.9x,-2.9%,Stopping Volume,Stopping Volume,bullish
096770,SK이노베이션,137000,0.5x,+10.5%,No Supply,No Supply + Testing,bullish
017670,SK텔레콤,89100,1.7x,-2.2%,Stopping Volume,Stopping Volume,bullish
003670,포스코퓨처엠,183300,0.6x,+12.8%,No Supply,No Supply,bullish
272210,한화시스템,79900,2.8x,+14.4%,Effort vs Result,Effort vs Result,bullish
047810,한국항공우주,130200,2.6x,-5.2%,Stopping Volume,Stopping Volume,bullish
078930,GS,114000,0.6x,+9.0%,No Supply,No Supply,bullish
047050,포스코인터내셔널,57100,0.2x,+6.5%,No Supply,No Supply + Testing,bullish
000500,가온전선,322000,4.2x,+65.6%,Effort vs Result,Effort vs Result,bullish
128940,한미약품,505000,0.5x,+18.7%,No Supply,No Supply + Testing,bullish
001440,대한전선,31650,5.0x,+13.4%,Effort vs Result,Effort vs Result,bullish
088350,한화생명,5890,0.6x,+15.4%,No Supply,No Supply,bullish
138930,BNK금융지주,15750,1.5x,-0.9%,Stopping Volume,Stopping Volume,bullish
066970,엘앤에프,110500,0.5x,+7.9%,No Supply,No Supply,bullish
454910,두산로보틱스,69600,0.7x,+0.4%,No Supply,No Supply,bullish
103590,일진전기,75900,3.1x,+16.4%,Effort vs Result,Effort vs Result,bullish
336260,두산퓨얼셀,50200,0.4x,+24.9%,No Supply,No Supply + Testing,bullish
111770,영원무역,72400,2.0x,-10.8%,Stopping Volume,Stopping Volume,bullish
085620,미래에셋생명,19400,0.5x,+0.7%,No Supply,No Supply,bullish
004370,농심,392500,2.0x,-1.7%,Stopping Volume,Stopping Volume,bullish
483650,달바글로벌,182100,2.0x,-15.5%,Effort vs Result,Effort vs Result,bullish
030000,제일기획,17430,3.8x,-7.5%,Stopping Volume,Stopping Volume,bullish
229640,LS에코에너지,60300,5.2x,+31.6%,Effort vs Result,Effort vs Result,bullish
361610,SK아이이테크놀로지,15900,0.6x,+4.6%,No Supply,No Supply,bullish
280360,롯데웰푸드,127100,0.5x,+4.4%,No Supply,No Supply,bullish
006340,대원전선,13940,4.7x,+5.4%,Effort vs Result,Effort vs Result,bullish
000370,한화손해보험,8100,0.5x,+17.1%,No Supply,No Supply,bullish
006110,삼아알미늄,60100,0.3x,+20.8%,No Supply,No Supply + Testing,bullish
003160,디아이,31400,0.5x,+27.4%,No Supply,No Supply,bullish
071320,지역난방공사,74900,0.7x,+6.1%,No Supply,No Supply,bullish
079160,CJ CGV,5240,0.5x,+2.2%,No Supply,No Supply,bullish
004490,세방전지,60000,0.6x,+5.0%,No Supply,No Supply,bullish
005090,SGC에너지,54600,0.3x,+5.1%,Testing,Testing,bullish
100840,SNT에너지,36750,0.4x,+24.7%,No Supply,No Supply,bullish
005180,빙그레,84900,0.5x,+9.8%,No Supply,No Supply + Testing,bullish
214320,이노션,18090,2.2x,-4.0%,Stopping Volume,Stopping Volume,bullish
293940,신한알파리츠,5570,3.1x,+4.9%,Effort vs Result,Effort vs Result,bullish
268280,미원에스씨,132900,0.6x,+6.9%,No Supply,No Supply,bullish
002960,한국쉘석유,508000,0.3x,+0.8%,No Supply,No Supply + Testing,bullish
005880,대한해운,2035,0.6x,+2.9%,No Supply,No Supply,bullish
014820,동원시스템즈,21350,0.6x,+1.7%,No Supply,No Supply,bullish
002840,미원상사,134800,0.5x,+5.4%,No Supply,No Supply,bullish
001510,SK증권,2360,0.3x,+1.1%,No Supply,No Supply + Testing,bullish
005810,풍산홀딩스,37600,0.4x,+3.7%,Testing,Testing,bullish
284740,쿠쿠홈시스,23700,0.4x,+6.5%,No Supply,No Supply,bullish
009410,태영건설,1673,0.3x,+1.8%,No Supply,No Supply + Testing,bullish
019170,신풍제약,9390,0.2x,+7.1%,Testing,Testing,bullish
161000,애경케미칼,10020,0.2x,+5.7%,No Supply,No Supply,bullish
002240,고려제강,17070,8.9x,+0.1%,Stopping Volume,Stopping Volume,bullish
002030,아세아,218000,0.4x,+11.1%,No Supply,No Supply,bullish
003280,흥아해운,1807,0.3x,+3.2%,No Supply,No Supply + Testing,bullish
130660,한전산업,13020,0.2x,+12.0%,No Supply,No Supply + Testing,bullish
009900,명신산업,7940,0.2x,+6.1%,No Supply,No Supply + Testing,bullish
005420,코스모화학,10420,0.6x,+3.7%,No Supply,No Supply,bullish
317400,자이에스앤디,10040,0.6x,+16.2%,No Supply,No Supply,bullish
020000,한섬,17730,6.2x,+0.9%,Effort vs Result,Effort vs Result,bullish
006220,제주은행,9730,0.5x,+2.1%,No Supply,No Supply + Testing,bullish
092790,넥스틸,14090,0.2x,+15.5%,Testing,Testing,bullish
0120G0,삼양바이오팜,48600,0.6x,+3.7%,No Supply,No Supply,bullish
217590,티엠씨,14930,2.3x,+23.9%,Effort vs Result,Effort vs Result,bullish
02826K,삼성물산우B,226500,0.6x,+3.3%,No Supply,No Supply,bullish
012030,DB,1629,0.5x,+7.5%,Testing,Testing,bullish
024720,콜마홀딩스,9440,0.5x,+0.1%,No Supply,No Supply + Testing,bullish
004310,현대약품,10000,0.4x,+44.5%,No Supply,No Supply,bullish
126720,수산인더스트리,21750,0.3x,+0.8%,No Supply,No Supply + Testing,bullish
002710,TCC스틸,11330,0.6x,+12.0%,No Supply,No Supply,bullish
010580,에스엠벡셀,2500,0.1x,+43.8%,No Supply,No Supply,bullish
432320,KB스타리츠,1771,5.0x,+21.0%,Effort vs Result,Effort vs Result,bullish
001790,대한제당,2885,0.5x,+4.1%,No Supply,No Supply + Testing,bullish
053690,한미글로벌,22050,0.5x,+16.0%,No Supply,No Supply,bullish
000540,흥국화재,3510,0.4x,+3.7%,No Supply,No Supply,bullish
000490,대동,7850,0.4x,+6.2%,No Supply,No Supply + Testing,bullish
03473K,SK우,375000,0.4x,+3.3%,No Supply,No Supply + Testing,bullish
377190,디앤디플랫폼리츠,2370,4.7x,+11.6%,Effort vs Result,Effort vs Result,bullish
100250,진양홀딩스,3110,0.5x,+1.5%,No Supply,No Supply,bullish
117580,대성에너지,7070,0.3x,+1.8%,No Supply,No Supply + Testing,bullish
002420,우양피앤엘,6180,3.7x,+10.5%,Effort vs Result,Effort vs Result,bullish
015230,대창단조,6720,0.7x,+10.1%,No Supply,No Supply,bullish
003610,방림,5700,0.3x,+4.7%,No Supply,No Supply + Testing,bullish
003220,대원제약,7890,0.3x,+0.6%,No Supply,No Supply,bullish
013890,지누스,7530,5.9x,-6.8%,Stopping Volume,Stopping Volume,bullish
000860,강남제비스코,12510,0.3x,+0.3%,No Supply,No Supply,bullish
004090,한국석유,11710,0.3x,+4.2%,No Supply,No Supply + Testing,bullish
271980,제일약품,10130,0.0x,+0.1%,Testing,Testing,bullish
001520,동양,1353,13.9x,+24.5%,Effort vs Result,Effort vs Result,bullish
107590,미원홀딩스,60400,0.2x,+5.2%,No Supply,No Supply + Testing,bullish
002210,동성제약,1372,3.1x,-16.7%,Stopping Volume,Stopping Volume,bullish
004960,한신공영,11270,0.4x,+2.4%,No Supply,No Supply + Testing,bullish
024090,디씨엠,11500,0.5x,+2.0%,No Supply,No Supply + Testing,bullish
014530,극동유화,3360,0.2x,+4.2%,Testing,Testing,bullish
012320,경동인베스트,46100,2.6x,-0.3%,Stopping Volume,Stopping Volume,bullish
123690,한국화장품,6370,0.6x,+0.9%,No Supply,No Supply,bullish
002200,한국수출포장,2855,0.3x,+13.7%,No Supply,No Supply + Testing,bullish
33626K,두산퓨얼셀1우,6730,0.4x,+19.2%,No Supply,No Supply + Testing,bullish
007610,선도전기,4945,13.6x,+16.4%,Effort vs Result,Effort vs Result,bullish
109070,주성코퍼레이션,1550,0.0x,+2.7%,Testing,Testing,bullish
009180,한솔로지스틱스,2765,0.4x,+0.2%,No Supply,No Supply + Testing,bullish
000105,유한양행우,66200,0.4x,+0.9%,No Supply,No Supply + Testing,bullish
004770,써니전자,2100,0.1x,+15.4%,Testing,Testing,bullish
002795,아모레퍼시픽홀딩스우,11120,2.7x,+1.8%,Stopping Volume,Stopping Volume,bullish
010660,화천기계,3160,0.4x,+11.0%,Testing,Testing,bullish
072130,유엔젤,4915,0.5x,+0.3%,No Supply,No Supply + Testing,bullish
000220,유유제약,3815,0.1x,+2.1%,No Supply,No Supply + Testing,bullish
001550,조비,10530,0.1x,+0.3%,No Supply,No Supply + Testing,bullish
090080,평화산업,996,1.7x,+1.5%,Stopping Volume,Stopping Volume,bullish
092780,DYP,4100,11.0x,+24.2%,Effort vs Result,Effort vs Result,bullish
123700,SJM,3415,2.1x,+0.8%,Stopping Volume,Stopping Volume,bullish
006125,SK디스커버리우,42100,0.2x,+6.9%,No Supply,No Supply + Testing,bullish
008420,문배철강,2195,0.2x,+2.2%,Testing,Testing,bullish
026940,부국철강,2200,0.2x,+4.4%,Testing,Testing,bullish
010640,진양폴리,2125,0.4x,+16.7%,No Supply,No Supply,bullish
004365,세방우,9300,0.0x,+0.9%,Testing,Testing,bullish
008250,이건산업,3070,0.1x,+7.1%,No Supply,No Supply,bullish
003535,한화투자증권우,6320,0.2x,+4.1%,No Supply,No Supply + Testing,bullish
033250,체시스,4650,0.4x,+15.1%,No Supply,No Supply + Testing,bullish
025890,한국주강,2625,2.9x,+7.9%,Effort vs Result,Effort vs Result,bullish
357430,마스턴프리미어리츠,911,0.6x,+9.7%,No Supply,No Supply,bullish
019175,신풍제약우,13800,0.2x,+4.6%,No Supply,No Supply,bullish
001420,태원물산,3005,0.4x,+12.1%,Testing,Testing,bullish
18064K,한진칼우,30300,0.3x,+3.7%,No Supply,No Supply,bullish
002025,코오롱우,13170,1.9x,-7.0%,Stopping Volume,Stopping Volume,bullish
00781K,코리아써키트2우B,13680,0.6x,+0.8%,No Supply,No Supply,bullish
001067,JW중외제약2우B,50200,0.0x,+10.3%,Testing,Testing,bullish
