ticker,name,price,ma50,vs_ma50,vol_ratio,trend_score,pattern,bottom1,bottom2,neckline,dist_from_neckline,market,box_high,box_range,breakout,pivot_dryup,pivot_price,distance,vol_dryup
105560,KB금융,176400,171710,+2.7%,1.0x,7/7,Double Bottom,160100.0,160000.0,175800.0,+0.3%,KOSPI,,,,,,,
055550,신한지주,111900,106864,+4.7%,0.8x,7/7,Double Bottom,98300.0,101100.0,110000.0,+1.7%,KOSPI,,,,,,,
086790,하나금융지주,137500,131334,+4.7%,0.7x,7/7,Double Bottom,120400.0,123400.0,134700.0,+2.1%,KOSPI,,,,,,,
000810,삼성화재,661000,645400,+2.4%,0.9x,7/7,Double Bottom,587000.0,611000.0,648000.0,+2.0%,KOSPI,,,,,,,
021240,코웨이,100900,95218,+6.0%,1.4x,7/7,Double Bottom,90600.0,93400.0,98200.0,+2.7%,KOSPI,,,,,,,
094800,맵스리얼티,7560,6601,+14.5%,2.2x,7/7,Flat Base Breakout,,,,,KOSPI,7420.0,9.9%,+1.9%,False,,,
417310,코람코더원리츠,2380,2253,+5.6%,0.0x,7/7,Pivot Setup,,,,,KOSPI,,,,,2395.0,-0.6%,0.1x avg
005320,온타이드,1218,870,+39.9%,0.5x,6/7,Pivot Setup,,,,,KOSPI,,,,,1239.0,-1.7%,0.2x avg
056190,SFA,28800,22595,+27.5%,5.0x,6/7,Flat Base Breakout,,,,,KOSDAQ,25700.0,14.0%,+12.1%,True,,,
