ticker,name,price,vol_ratio,vs_ma50,pattern,patterns,signal
005930,삼성전자,256000,0.6x,+0.2%,No Supply,No Supply,bullish
373220,LG에너지솔루션,367000,0.5x,+6.1%,No Supply,No Supply,bullish
006400,삼성SDI,545000,0.4x,+13.7%,No Supply,No Supply + Testing,bullish
066570,LG전자,199400,0.6x,+5.1%,No Supply,No Supply,bullish
005490,POSCO홀딩스,328000,0.5x,+2.1%,Testing,Testing,bullish
051910,LG화학,270000,0.7x,+1.6%,No Supply,No Supply,bullish
003550,LG,112800,0.6x,+4.3%,No Supply,No Supply,bullish
003670,포스코퓨처엠,184900,0.6x,+14.3%,No Supply,No Supply,bullish
272210,한화시스템,79600,3.6x,+14.5%,Effort vs Result,Effort vs Result,bullish
047040,대우건설,18600,0.4x,+11.2%,No Supply,No Supply + Testing,bullish
082740,한화엔진,53800,2.9x,+17.2%,Effort vs Result,Effort vs Result,bullish
008930,한미사이언스,50900,0.2x,+19.5%,No Supply,No Supply + Testing,bullish
336260,두산퓨얼셀,51000,0.4x,+27.3%,No Supply,No Supply + Testing,bullish
022100,포스코DX,21300,0.1x,+4.8%,Testing,Testing,bullish
006360,GS건설,36650,0.4x,+13.6%,No Supply,No Supply + Testing,bullish
139130,iM금융지주,18460,0.7x,+3.8%,No Supply,No Supply,bullish
020150,롯데에너지머티리얼즈,39700,0.5x,+18.8%,No Supply,No Supply,bullish
073240,금호타이어,7030,0.3x,+0.2%,Testing,Testing,bullish
457190,이수스페셜티케미컬,64800,0.4x,+5.0%,No Supply,No Supply + Testing,bullish
300720,한일시멘트,16230,0.6x,+6.9%,No Supply,No Supply,bullish
066575,LG전자우,68700,0.5x,+0.9%,No Supply,No Supply,bullish
030610,교보증권,10000,0.4x,+0.9%,Testing,Testing,bullish
079160,CJ CGV,5300,0.6x,+3.6%,No Supply,No Supply,bullish
004490,세방전지,60600,0.3x,+6.3%,Testing,Testing,bullish
005180,빙그레,85600,0.3x,+11.2%,Testing,Testing,bullish
298050,HS효성첨단소재,169200,0.3x,+2.8%,No Supply,No Supply + Testing,bullish
000640,동아쏘시오홀딩스,93300,0.4x,+5.0%,No Supply,No Supply + Testing,bullish
001680,대상,18030,0.3x,+0.4%,No Supply,No Supply + Testing,bullish
002840,미원상사,134700,0.4x,+5.5%,No Supply,No Supply + Testing,bullish
336370,솔루스첨단소재,7930,0.4x,+7.5%,Testing,Testing,bullish
001510,SK증권,2350,0.2x,+0.8%,No Supply,No Supply + Testing,bullish
009410,태영건설,1684,0.2x,+2.5%,No Supply,No Supply + Testing,bullish
002990,금호건설,13450,0.1x,+2.5%,No Supply,No Supply,bullish
039130,하나투어,31900,0.6x,+0.7%,No Supply,No Supply,bullish
001500,현대차증권,7930,0.4x,+0.3%,No Supply,No Supply,bullish
460860,동국제강,9900,0.6x,+4.2%,No Supply,No Supply,bullish
004690,삼천리,132000,0.6x,+6.2%,No Supply,No Supply,bullish
000070,삼양홀딩스,60200,0.4x,+2.5%,Testing,Testing,bullish
003280,흥아해운,1813,0.2x,+3.7%,Testing,Testing,bullish
