ticker,name,price,vol_ratio,vs_ma50,pattern,patterns,signal
055550,신한지주,103300,0.6x,+0.1%,No Supply,No Supply,bullish
068270,셀트리온,194000,0.4x,+7.0%,No Supply,No Supply,bullish
086790,하나금융지주,128700,0.5x,+1.9%,No Supply,No Supply,bullish
018260,삼성에스디에스,228000,0.5x,+8.1%,No Supply,No Supply + Testing,bullish
009830,한화솔루션,32150,0.3x,+0.0%,Testing,Testing,bullish
128940,한미약품,540000,4.8x,+36.0%,Effort vs Result,Effort vs Result,bullish
066970,엘앤에프,121600,2.4x,+21.0%,Effort vs Result,Effort vs Result,bullish
008930,한미사이언스,56500,9.9x,+59.5%,Effort vs Result,Effort vs Result,bullish
028670,팬오션,6320,2.1x,+19.6%,Effort vs Result,Effort vs Result,bullish
073240,금호타이어,7190,0.2x,+15.8%,No Supply,No Supply + Testing,bullish
082640,동양생명,8250,0.0x,+5.2%,Testing,Testing,bullish
012630,HDC,21250,0.3x,+1.2%,Testing,Testing,bullish
300720,한일시멘트,16210,2.4x,+13.4%,Effort vs Result,Effort vs Result,bullish
030610,교보증권,10000,0.4x,+0.6%,No Supply,No Supply + Testing,bullish
006340,대원전선,12880,0.2x,+3.8%,No Supply,No Supply,bullish
006120,SK디스커버리,51000,0.3x,+1.2%,No Supply,No Supply + Testing,bullish
006110,삼아알미늄,58700,2.2x,+37.7%,Effort vs Result,Effort vs Result,bullish
365550,ESR켄달스퀘어리츠,3015,1.9x,-9.9%,Stopping Volume,Stopping Volume,bullish
002840,미원상사,131800,2.0x,+7.5%,Effort vs Result,Effort vs Result,bullish
019170,신풍제약,10550,12.1x,+27.5%,Effort vs Result,Effort vs Result,bullish
003545,대신증권우,20050,0.4x,+0.5%,No Supply,No Supply,bullish
005250,녹십자홀딩스,10300,1.9x,+1.9%,Stopping Volume,Stopping Volume,bullish
000070,삼양홀딩스,59700,0.5x,+4.8%,No Supply,No Supply,bullish
015860,일진홀딩스,6950,2.3x,+12.2%,Effort vs Result,Effort vs Result,bullish
026890,스틱인베스트먼트,8300,0.5x,+9.2%,No Supply,No Supply + Testing,bullish
009160,SIMPAC,4880,0.5x,+4.9%,No Supply,No Supply,bullish
016800,퍼시스,27100,0.2x,+2.4%,No Supply,No Supply,bullish
272450,진에어,5720,4.6x,+5.2%,Effort vs Result,Effort vs Result,bullish
025860,남해화학,5850,0.5x,+0.2%,No Supply,No Supply + Testing,bullish
003120,일성아이에스,20550,0.3x,+2.8%,Testing,Testing,bullish
008490,서흥,22550,0.2x,+8.5%,No Supply,No Supply + Testing,bullish
000430,대원강업,4010,0.3x,+2.1%,Testing,Testing,bullish
003070,코오롱글로벌,9770,0.2x,+5.0%,No Supply,No Supply,bullish
007160,사조산업,49150,0.1x,+4.2%,No Supply,No Supply + Testing,bullish
092200,디아이씨,6050,0.5x,+13.9%,No Supply,No Supply,bullish
000680,LS네트웍스,2940,0.5x,+1.0%,No Supply,No Supply,bullish
009680,모토닉,10140,0.5x,+2.1%,Testing,Testing,bullish
035150,백산,10620,0.3x,+5.0%,No Supply,No Supply + Testing,bullish
003555,LG우,69600,2.7x,+5.3%,Effort vs Result,Effort vs Result,bullish
100250,진양홀딩스,3120,0.4x,+4.3%,No Supply,No Supply + Testing,bullish
377190,디앤디플랫폼리츠,2155,0.5x,+5.0%,No Supply,No Supply + Testing,bullish
020120,키다리스튜디오,5100,12.1x,+47.0%,Effort vs Result,Effort vs Result,bullish
006805,미래에셋증권우,12240,1.6x,-11.9%,Stopping Volume,Stopping Volume,bullish
005960,동부건설,7350,0.7x,+8.1%,No Supply,No Supply,bullish
002170,SYTS,56100,0.1x,+2.4%,No Supply,No Supply + Testing,bullish
