ticker,name,price,vol_ratio,vs_ma50,pattern,patterns,signal
010950,S-Oil,127400,2.8x,+13.5%,Effort vs Result,Effort vs Result,bullish
352820,하이브,232000,2.8x,+3.2%,Effort vs Result,Effort vs Result,bullish
003230,삼양식품,1222000,2.2x,+0.1%,Effort vs Result,Effort vs Result,bullish
012510,더존비즈온,120000,0.0x,+0.1%,Testing,Testing,bullish
415640,KB발해인프라,11150,2.3x,+11.8%,Effort vs Result,Effort vs Result,bullish
001820,삼화콘덴서,107800,0.5x,+0.1%,No Supply,No Supply,bullish
057050,현대홈쇼핑,87300,0.0x,+4.8%,Testing,Testing,bullish
093050,LF,23850,0.4x,+2.4%,No Supply,No Supply + Testing,bullish
020000,한섬,24750,2.9x,+5.2%,Effort vs Result,Effort vs Result,bullish
448730,삼성FN리츠,5600,0.4x,+0.9%,No Supply,No Supply + Testing,bullish
005950,이수화학,12800,0.4x,+2.3%,No Supply,No Supply,bullish
010955,S-Oil우,64300,3.1x,+15.7%,Effort vs Result,Effort vs Result,bullish
028100,동아지질,17170,0.5x,+5.6%,No Supply,No Supply,bullish
03473K,SK우,391000,0.5x,+0.5%,No Supply,No Supply,bullish
025560,미래산업,41750,0.0x,+26.8%,Testing,Testing,bullish
013520,화승코퍼레이션,2590,1.6x,-6.2%,Stopping Volume,Stopping Volume,bullish
004080,신흥,13920,0.4x,+0.6%,Testing,Testing,bullish
264900,크라운제과,8380,0.2x,+1.0%,Testing,Testing,bullish
004890,동일산업,34750,1.9x,-4.8%,Stopping Volume,Stopping Volume,bullish
002690,동일제강,1562,0.2x,+3.7%,No Supply,No Supply + Testing,bullish
002995,금호건설우,40000,2.8x,+133.2%,Effort vs Result,Effort vs Result,bullish
000225,유유제약1우,3745,1.6x,-7.0%,Stopping Volume,Stopping Volume,bullish
014285,금강공업우,5680,2.2x,-12.6%,Stopping Volume,Stopping Volume,bullish
251970,펌텍코리아,46500,2.7x,+21.8%,Effort vs Result,Effort vs Result,bullish
101730,위메이드맥스,4995,4.9x,+17.1%,Effort vs Result,Effort vs Result,bullish
042520,한스바이오메드,25550,2.4x,-3.9%,Effort vs Result,Effort vs Result,bullish
092730,네오팜,19750,3.8x,+7.7%,Effort vs Result,Effort vs Result,bullish
237880,클리오,11230,6.4x,-0.9%,Effort vs Result,Effort vs Result,bullish
040350,크레오에스지,7930,0.2x,+22.9%,No Supply,No Supply,bullish
126640,화신정공,3665,0.1x,+21.3%,No Supply,No Supply,bullish
109610,에스와이,2560,4.5x,+7.8%,Effort vs Result,Effort vs Result,bullish
362320,청담글로벌,4505,0.6x,+0.2%,No Supply,No Supply,bullish
130580,나이스디앤비,5640,0.3x,+2.8%,Testing,Testing,bullish
033560,블루콤,3675,0.4x,+4.4%,No Supply,No Supply + Testing,bullish
004780,대륙제관,3915,1.7x,+0.3%,Stopping Volume,Stopping Volume,bullish
053160,프리엠스,9140,0.3x,+5.7%,Testing,Testing,bullish
376290,씨유테크,2675,0.4x,+3.0%,No Supply,No Supply,bullish
276730,한울앤제주,19390,0.2x,+32.0%,No Supply,No Supply,bullish
361570,알비더블유,1298,4.1x,-23.5%,Effort vs Result,Effort vs Result,bullish
208860,다산디엠씨,982,2.2x,-7.2%,Effort vs Result,Effort vs Result,bullish
008470,부스타,3610,5.5x,+4.8%,Effort vs Result,Effort vs Result,bullish
197140,디지캡,2150,0.4x,+9.7%,No Supply,No Supply,bullish
267790,배럴,3470,1.5x,+3.1%,Stopping Volume,Stopping Volume,bullish
016920,카스,965,0.6x,+1.9%,No Supply,No Supply,bullish
121890,에스디시스템,1839,1.9x,-12.4%,Stopping Volume,Stopping Volume,bullish
222980,한국맥널티,2120,0.5x,+0.2%,No Supply,No Supply,bullish
131180,딜리,3960,1.8x,-8.5%,Stopping Volume,Stopping Volume,bullish
134060,이퓨쳐,4800,0.5x,+10.5%,No Supply,No Supply + Testing,bullish
045520,크린앤사이언스,2935,0.1x,+0.3%,No Supply,No Supply,bullish
096870,엘디티,2255,0.2x,+5.5%,No Supply,No Supply,bullish
0099X0,IBKS제25호스팩,2180,0.0x,+1.8%,Testing,Testing,bullish
489730,디비금융제13호스팩,2015,2.0x,-0.8%,Stopping Volume,Stopping Volume,bullish
0041L0,하나35호스팩,2010,2.9x,+0.2%,Stopping Volume,Stopping Volume,bullish
474660,신한제12호스팩,2065,0.0x,+0.6%,Testing,Testing,bullish
493790,유안타제17호스팩,2015,5.5x,+0.1%,Stopping Volume,Stopping Volume,bullish
484130,하나34호스팩,2045,1.8x,+0.4%,Stopping Volume,Stopping Volume,bullish
008290,원풍물산,384,5.1x,-35.9%,Effort vs Result,Effort vs Result,bullish
