ticker,name,price,ma50,vs_ma50,vol_ratio,trend_score,pattern,bottom1,bottom2,neckline,dist_from_neckline,market,pivot_price,distance,vol_dryup
105560,KB금융,172000,169250,+1.6%,1.2x,6/7,Double Bottom,160100.0,160000.0,175800.0,-2.2%,KOSPI,,,
055550,신한지주,110300,104792,+5.3%,1.0x,7/7,Double Bottom,98300.0,101100.0,110000.0,+0.3%,KOSPI,,,
086790,하나금융지주,134300,128438,+4.6%,1.2x,7/7,Double Bottom,120400.0,123400.0,134700.0,-0.3%,KOSPI,,,
000810,삼성화재,663000,641280,+3.4%,1.2x,7/7,Double Bottom,587000.0,611000.0,648000.0,+2.3%,KOSPI,,,
021240,코웨이,99400,94288,+5.4%,0.7x,7/7,Double Bottom,90600.0,93400.0,98200.0,+1.2%,KOSPI,,,
294870,IPARK현대산업개발,23300,20507,+13.6%,0.7x,6/7,Pivot Setup,,,,,KOSPI,23500.0,-0.9%,0.7x avg
002900,TYM,7520,6537,+15.0%,1.3x,6/7,Pivot Setup,,,,,KOSPI,7550.0,-0.4%,0.7x avg
020120,키다리스튜디오,7200,4059,+77.4%,0.5x,7/7,Pivot Setup,,,,,KOSPI,7340.0,-1.9%,0.6x avg
417310,코람코더원리츠,2370,2213,+7.1%,0.1x,7/7,Pivot Setup,,,,,KOSPI,2370.0,+0.0%,0.4x avg
