ticker,name,price,ma50,vs_ma50,vol_ratio,trend_score,pattern,bottom1,bottom2,neckline,dist_from_neckline,market,box_high,box_range,breakout,pivot_dryup,pivot_price,distance,vol_dryup
105560,KB금융,176300,162208,+8.7%,0.7x,7/7,Double Bottom,151500.0,149300.0,172000.0,+2.5%,KOSPI,,,,,,,
086790,하나금융지주,130500,122058,+6.9%,0.9x,7/7,Double Bottom,112400.0,109700.0,132000.0,-1.1%,KOSPI,,,,,,,
047810,한국항공우주,164100,151710,+8.2%,1.3x,6/7,Double Bottom,140400.0,141100.0,161100.0,+1.9%,KOSPI,,,,,,,
139130,iM금융지주,17940,17674,+1.5%,0.6x,7/7,Double Bottom,16600.0,15830.0,18320.0,-2.1%,KOSPI,,,,,,,
003690,코리안리,13750,13358,+2.9%,0.5x,7/7,Double Bottom,12760.0,12410.0,14000.0,-1.8%,KOSPI,,,,,,,
417310,코람코더원리츠,10600,10019,+5.8%,8.5x,7/7,Flat Base Breakout,,,,,KOSPI,10340.0,6.4%,+2.5%,False,,,
049070,인탑스,18740,18649,+0.5%,1.5x,6/7,Double Bottom,16430.0,16720.0,18840.0,-0.5%,KOSDAQ,,,,,,,
121440,골프존홀딩스,6670,5314,+25.5%,0.3x,6/7,Pivot Setup,,,,,KOSDAQ,,,,,6710.0,-0.6%,0.6x avg
