ticker,name,price,vol_ratio,vs_ma50,pattern,patterns,signal
096770,SK이노베이션,132200,2.4x,+20.0%,Effort vs Result,Effort vs Result,bullish
017670,SK텔레콤,99500,2.5x,+3.1%,Effort vs Result,Effort vs Result,bullish
078930,GS,93600,2.3x,+25.1%,Effort vs Result,Effort vs Result,bullish
010060,OCI홀딩스,247000,2.4x,-5.7%,Effort vs Result,Effort vs Result,bullish
023530,롯데쇼핑,128200,2.7x,-22.5%,Stopping Volume,Stopping Volume,bullish
006360,GS건설,34400,3.0x,+19.1%,Effort vs Result,Effort vs Result,bullish
475150,SK이터닉스,80600,2.7x,+74.5%,Effort vs Result,Effort vs Result,bullish
018670,SK가스,259500,2.4x,+13.4%,Effort vs Result,Effort vs Result,bullish
322000,HD현대에너지솔루션,171500,3.9x,+12.2%,Effort vs Result,Effort vs Result,bullish
112610,씨에스윈드,44550,2.1x,-0.8%,Effort vs Result,Effort vs Result,bullish
281820,케이씨텍,86100,0.7x,+4.1%,No Supply,No Supply,bullish
229640,LS에코에너지,52700,2.2x,-14.2%,Effort vs Result,Effort vs Result,bullish
012630,HDC,23100,2.8x,+8.9%,Effort vs Result,Effort vs Result,bullish
415640,KB발해인프라,10790,0.6x,+6.2%,No Supply,No Supply,bullish
005090,SGC에너지,54700,5.5x,+16.7%,Effort vs Result,Effort vs Result,bullish
094800,맵스리얼티,6270,0.4x,+9.4%,Testing,Testing,bullish
031430,신세계인터내셔날,11380,1.8x,-16.2%,Stopping Volume,Stopping Volume,bullish
002020,코오롱,26800,2.2x,-47.4%,Stopping Volume,Stopping Volume,bullish
317400,자이에스앤디,8250,7.4x,+95.3%,Effort vs Result,Effort vs Result,bullish
084690,대상홀딩스,7510,2.7x,-8.8%,Effort vs Result,Effort vs Result,bullish
001250,GS글로벌,2900,2.5x,-4.0%,Effort vs Result,Effort vs Result,bullish
025560,미래산업,41750,0.0x,+8.5%,Testing,Testing,bullish
053690,한미글로벌,19290,4.9x,+1.2%,Effort vs Result,Effort vs Result,bullish
092200,디아이씨,4900,2.8x,-27.2%,Effort vs Result,Effort vs Result,bullish
002170,SYTS,56500,0.0x,+4.1%,Testing,Testing,bullish
004080,신흥,14030,0.3x,+1.4%,Testing,Testing,bullish
078000,텔코웨어,12540,2.7x,-8.5%,Stopping Volume,Stopping Volume,bullish
034590,인천도시가스,26450,2.8x,+1.2%,Effort vs Result,Effort vs Result,bullish
006660,삼성공조,12600,0.3x,+6.8%,No Supply,No Supply,bullish
006090,사조오양,8110,0.1x,+0.5%,No Supply,No Supply,bullish
031820,아이티센씨티에스,5700,2.2x,-4.6%,Effort vs Result,Effort vs Result,bullish
002760,보락,1003,0.7x,+6.2%,No Supply,No Supply,bullish
002630,오리엔트바이오,980,0.2x,+6.3%,No Supply,No Supply + Testing,bullish
075180,새론오토모티브,2915,0.6x,+0.2%,No Supply,No Supply,bullish
001210,금호전기,894,0.0x,+16.3%,Testing,Testing,bullish
003780,진양산업,4155,4.4x,-16.1%,Stopping Volume,Stopping Volume,bullish
