ticker,name,price,vol_ratio,vs_ma50,pattern,patterns,signal
005935,삼성전자우,207000,2.4x,+7.4%,Effort vs Result,Effort vs Result,bullish
032830,삼성생명,328500,2.2x,-5.4%,Effort vs Result,Effort vs Result,bullish
006400,삼성SDI,478000,0.7x,+3.5%,No Supply,No Supply,bullish
066570,LG전자,194500,0.7x,+1.0%,No Supply,No Supply,bullish
001040,CJ,121300,1.6x,-16.9%,Stopping Volume,Stopping Volume,bullish
036460,한국가스공사,35650,0.4x,+4.4%,No Supply,No Supply + Testing,bullish
375500,DL이앤씨,68200,0.7x,+2.3%,No Supply,No Supply,bullish
004370,농심,432500,0.7x,+16.7%,No Supply,No Supply,bullish
001720,신영증권,158800,0.6x,+0.6%,No Supply,No Supply,bullish
204320,HL만도,51500,0.7x,+0.5%,No Supply,No Supply,bullish
103140,풍산,77800,0.5x,+11.1%,No Supply,No Supply + Testing,bullish
475150,SK이터닉스,51300,0.4x,+0.7%,No Supply,No Supply,bullish
001430,세아베스틸지주,39350,0.6x,+6.0%,No Supply,No Supply,bullish
082640,동양생명,8250,0.0x,+5.4%,Testing,Testing,bullish
030610,교보증권,10030,0.7x,+0.7%,No Supply,No Supply,bullish
006340,대원전선,13250,0.2x,+7.2%,No Supply,No Supply,bullish
006120,SK디스커버리,51200,0.5x,+1.8%,No Supply,No Supply,bullish
079160,CJ CGV,5100,0.6x,+6.7%,No Supply,No Supply,bullish
071320,지역난방공사,72500,0.4x,+6.8%,No Supply,No Supply + Testing,bullish
002960,한국쉘석유,508000,0.4x,+2.0%,No Supply,No Supply + Testing,bullish
014820,동원시스템즈,20550,1.7x,+1.4%,Stopping Volume,Stopping Volume,bullish
453340,현대그린푸드,17970,0.5x,+0.6%,No Supply,No Supply,bullish
003545,대신증권우,20250,0.3x,+1.5%,No Supply,No Supply + Testing,bullish
017900,광전자,7940,0.2x,+12.6%,No Supply,No Supply,bullish
460860,동국제강,9140,0.5x,+0.7%,No Supply,No Supply,bullish
003280,흥아해운,1770,0.5x,+2.3%,No Supply,No Supply + Testing,bullish
002810,삼영무역,22950,0.5x,+8.2%,No Supply,No Supply,bullish
170900,동아에스티,37050,1.8x,+3.2%,Stopping Volume,Stopping Volume,bullish
017810,풀무원,9230,0.5x,+0.1%,No Supply,No Supply + Testing,bullish
011760,현대코퍼레이션,26050,0.7x,+7.1%,No Supply,No Supply,bullish
007690,국도화학,36700,0.4x,+0.5%,No Supply,No Supply + Testing,bullish
200880,서연이화,12070,0.5x,+5.6%,No Supply,No Supply,bullish
026890,스틱인베스트먼트,8350,0.6x,+10.3%,No Supply,No Supply,bullish
001230,동국홀딩스,1902,0.7x,+6.3%,No Supply,No Supply,bullish
298000,효성화학,75100,0.5x,+18.3%,No Supply,No Supply + Testing,bullish
010955,S-Oil우,67800,0.4x,+9.2%,No Supply,No Supply,bullish
004360,세방,12990,0.5x,+0.8%,No Supply,No Supply,bullish
007160,사조산업,49200,0.4x,+4.6%,No Supply,No Supply + Testing,bullish
000490,대동,7550,0.2x,+5.1%,No Supply,No Supply,bullish
432320,KB스타리츠,1419,0.4x,+1.4%,No Supply,No Supply + Testing,bullish
003555,LG우,67900,0.4x,+2.7%,No Supply,No Supply + Testing,bullish
039570,HDC랩스,7610,0.5x,+0.1%,Testing,Testing,bullish
028100,동아지질,17180,0.5x,+3.5%,No Supply,No Supply,bullish
001130,대한제분,11370,0.4x,+0.6%,No Supply,No Supply + Testing,bullish
213500,한솔제지,7300,0.3x,+5.1%,No Supply,No Supply,bullish
002150,도화엔지니어링,5080,0.5x,+0.2%,No Supply,No Supply + Testing,bullish
460850,동국씨엠,5150,0.3x,+3.3%,No Supply,No Supply + Testing,bullish
094280,효성ITX,12000,0.7x,+0.1%,No Supply,No Supply,bullish
214420,토니모리,5310,0.3x,+0.0%,No Supply,No Supply + Testing,bullish
210540,디와이파워,11280,0.6x,+0.1%,No Supply,No Supply,bullish
004960,한신공영,10720,0.5x,+1.7%,No Supply,No Supply,bullish
002620,제일파마홀딩스,7640,0.2x,+9.6%,Testing,Testing,bullish
005800,신영와코루,13540,0.4x,+4.2%,No Supply,No Supply + Testing,bullish
083420,그린케미칼,4740,0.3x,+3.0%,Testing,Testing,bullish
014530,극동유화,3235,0.7x,+2.2%,No Supply,No Supply,bullish
013570,디와이,4180,0.3x,+4.3%,No Supply,No Supply + Testing,bullish
001290,상상인증권,1010,0.0x,+21.6%,Testing,Testing,bullish
035000,HS애드,6720,0.4x,+1.6%,No Supply,No Supply + Testing,bullish
012800,대창,1176,0.7x,+1.7%,No Supply,No Supply,bullish
023450,동남합성,30550,0.6x,+5.4%,No Supply,No Supply,bullish
013700,까뮤이앤씨,1600,0.5x,+16.4%,No Supply,No Supply,bullish
008700,아남전자,1233,0.2x,+3.4%,No Supply,No Supply + Testing,bullish
023000,삼원강재,2245,2.6x,+2.1%,Stopping Volume,Stopping Volume,bullish
363280,티와이홀딩스,1933,1.6x,+6.7%,Stopping Volume,Stopping Volume,bullish
002200,한국수출포장,2560,0.4x,+8.4%,No Supply,No Supply + Testing,bullish
109070,주성코퍼레이션,1603,0.4x,+6.3%,No Supply,No Supply + Testing,bullish
001020,페이퍼코리아,2350,4.7x,+14.1%,Effort vs Result,Effort vs Result,bullish
007980,TP,1773,0.6x,+2.2%,No Supply,No Supply,bullish
002600,조흥,137900,0.5x,+0.2%,No Supply,No Supply,bullish
013360,일성건설,1501,0.4x,+1.6%,No Supply,No Supply,bullish
019680,대교,1000,0.0x,+2.4%,Testing,Testing,bullish
003580,HLB글로벌,1577,0.4x,+9.0%,Testing,Testing,bullish
005750,대림바스,4540,0.4x,+5.0%,No Supply,No Supply + Testing,bullish
000180,성창기업지주,5290,0.7x,+3.8%,No Supply,No Supply,bullish
009770,삼정펄프,28800,0.3x,+6.5%,No Supply,No Supply,bullish
092440,기신정기,1975,0.6x,+3.1%,No Supply,No Supply,bullish
011300,우성머티리얼스,3220,0.4x,+17.5%,No Supply,No Supply,bullish
