ticker,name,price,ma50,vs_ma50,vol_ratio,trend_score,pattern,bottom1,bottom2,neckline,dist_from_neckline,market
290690,소룩스,5150,4540,+13.4%,0.6x,6/7,Double Bottom,4260,4370,5150,+0.0%,KOSDAQ
