ticker,name,price,vol_ratio,vs_ma50,pattern,patterns,signal
028260,삼성물산,497000,0.7x,+33.7%,No Supply,No Supply,bullish
329180,HD현대중공업,698000,0.6x,+12.8%,No Supply,No Supply,bullish
010120,LS ELECTRIC,257500,0.7x,+10.2%,No Supply,No Supply,bullish
066570,LG전자,234000,0.4x,+25.8%,No Supply,No Supply,bullish
000150,두산,1699000,0.6x,+9.0%,No Supply,No Supply,bullish
307950,현대오토에버,716000,0.4x,+25.4%,No Supply,No Supply,bullish
018260,삼성에스디에스,238000,0.3x,+21.2%,No Supply,No Supply + Testing,bullish
006260,LS,424000,0.6x,+2.1%,No Supply,No Supply,bullish
047050,포스코인터내셔널,65300,2.9x,-9.4%,Effort vs Result,Effort vs Result,bullish
443060,HD현대마린솔루션,255500,0.2x,+13.6%,Testing,Testing,bullish
047040,대우건설,27450,3.9x,+1.7%,Effort vs Result,Effort vs Result,bullish
028050,삼성E&A,56700,3.1x,+11.1%,Effort vs Result,Effort vs Result,bullish
064400,LG씨엔에스,92900,0.3x,+17.1%,No Supply,No Supply,bullish
180640,한진칼,127900,0.3x,+11.9%,Testing,Testing,bullish
011790,SKC,144600,0.7x,+13.7%,No Supply,No Supply,bullish
454910,두산로보틱스,109000,0.2x,+4.2%,No Supply,No Supply,bullish
034220,LG디스플레이,13930,0.2x,+3.0%,No Supply,No Supply + Testing,bullish
000990,DB하이텍,158000,0.6x,+6.0%,No Supply,No Supply,bullish
021240,코웨이,91200,0.7x,+5.1%,No Supply,No Supply,bullish
336260,두산퓨얼셀,78100,0.4x,+16.3%,No Supply,No Supply,bullish
204320,HL만도,76900,3.8x,+35.8%,Effort vs Result,Effort vs Result,bullish
014680,한솔케미칼,299000,0.7x,+5.3%,No Supply,No Supply,bullish
001740,SK네트웍스,12000,0.3x,+49.0%,No Supply,No Supply,bullish
112610,씨에스윈드,56800,5.2x,-2.5%,Effort vs Result,Effort vs Result,bullish
001120,LX인터내셔널,42500,2.9x,-9.1%,Effort vs Result,Effort vs Result,bullish
001820,삼화콘덴서,147900,0.5x,+76.7%,No Supply,No Supply,bullish
066575,LG전자우,82000,0.3x,+16.8%,No Supply,No Supply,bullish
195870,해성디에스,82100,0.5x,+10.1%,No Supply,No Supply,bullish
100090,SK오션플랜트,21450,5.9x,+1.5%,Effort vs Result,Effort vs Result,bullish
214320,이노션,20650,0.6x,+5.3%,No Supply,No Supply,bullish
002350,넥센타이어,7440,0.4x,+4.4%,Testing,Testing,bullish
008060,대덕,21100,0.6x,+18.7%,No Supply,No Supply,bullish
003030,세아제강지주,148800,2.1x,-23.3%,Effort vs Result,Effort vs Result,bullish
357120,코람코라이프인프라리츠,4180,2.6x,-5.7%,Effort vs Result,Effort vs Result,bullish
012030,DB,2005,0.4x,+2.6%,No Supply,No Supply,bullish
02826K,삼성물산우B,254000,0.5x,+18.6%,No Supply,No Supply,bullish
000430,대원강업,5030,0.6x,+12.4%,No Supply,No Supply,bullish
005500,삼진제약,19550,0.1x,+0.9%,No Supply,No Supply + Testing,bullish
088260,이리츠코크렙,3380,3.2x,-24.7%,Stopping Volume,Stopping Volume,bullish
100250,진양홀딩스,3015,0.3x,+0.0%,Testing,Testing,bullish
077500,유니퀘스트,7680,0.4x,+8.1%,No Supply,No Supply + Testing,bullish
001520,동양,624,2.1x,-12.1%,Effort vs Result,Effort vs Result,bullish
002220,한일철강,5380,0.6x,+10.0%,No Supply,No Supply,bullish
37550L,DL이앤씨2우(전환),55800,2.7x,+7.6%,Effort vs Result,Effort vs Result,bullish
013360,일성건설,1677,9.2x,-1.3%,Effort vs Result,Effort vs Result,bullish
007815,코리아써우,29900,0.6x,+39.1%,No Supply,No Supply,bullish
009190,대양금속,1905,0.1x,+17.2%,No Supply,No Supply + Testing,bullish
35320K,대덕전자1우,36900,0.3x,+22.0%,No Supply,No Supply,bullish
007460,에이프로젠,3140,0.5x,+41.8%,No Supply,No Supply,bullish
010770,평화홀딩스,4250,0.2x,+2.6%,No Supply,No Supply + Testing,bullish
013000,세우글로벌,1320,0.3x,+0.1%,No Supply,No Supply,bullish
003060,에이프로젠바이오로직스,2465,0.5x,+38.1%,No Supply,No Supply,bullish
071950,코아스,1901,0.3x,+7.8%,No Supply,No Supply + Testing,bullish
00781K,코리아써키트2우B,24700,0.4x,+40.4%,No Supply,No Supply + Testing,bullish
108675,LX하우시스우,16950,0.6x,+1.3%,No Supply,No Supply,bullish
014915,성문전자우,5790,2.6x,+22.0%,Effort vs Result,Effort vs Result,bullish
036930,주성엔지니어링,226500,0.6x,+54.2%,No Supply,No Supply,bullish
440110,파두,100900,0.4x,+17.0%,No Supply,No Supply,bullish
319660,피에스케이,162100,0.7x,+56.5%,No Supply,No Supply,bullish
108490,로보티즈,314000,0.5x,+4.5%,No Supply,No Supply,bullish
080220,제주반도체,101200,0.7x,+42.7%,No Supply,No Supply,bullish
005290,동진쎄미켐,60300,0.7x,+8.1%,No Supply,No Supply,bullish
131290,티에스이,251000,0.6x,+38.6%,No Supply,No Supply,bullish
098460,고영,35750,0.6x,+3.0%,No Supply,No Supply,bullish
007390,네이처셀,30550,0.4x,+34.0%,Testing,Testing,bullish
031330,에스에이엠티,14960,0.4x,+38.8%,No Supply,No Supply,bullish
096530,씨젠,28500,0.5x,+5.6%,No Supply,No Supply + Testing,bullish
166090,하나머티리얼즈,70300,0.6x,+0.9%,No Supply,No Supply,bullish
090360,로보스타,106500,0.2x,+29.7%,No Supply,No Supply,bullish
126340,비나텍,130500,2.2x,-6.0%,Effort vs Result,Effort vs Result,bullish
044490,태웅,41850,5.4x,-5.0%,Effort vs Result,Effort vs Result,bullish
053610,프로텍,86800,0.4x,+13.5%,No Supply,No Supply,bullish
033160,엠케이전자,29600,0.6x,+13.9%,No Supply,No Supply,bullish
059090,미코,21100,0.5x,+3.8%,No Supply,No Supply,bullish
037460,삼지전자,40750,0.2x,+7.4%,No Supply,No Supply,bullish
089890,코세스,37000,0.5x,+2.3%,No Supply,No Supply,bullish
170920,엘티씨,52200,0.5x,+26.0%,No Supply,No Supply,bullish
356680,엑스게이트,17290,0.3x,+10.8%,No Supply,No Supply,bullish
241770,메카로,47850,0.4x,+23.1%,No Supply,No Supply + Testing,bullish
092190,서울바이오시스,9500,0.3x,+4.3%,No Supply,No Supply + Testing,bullish
079940,가비아,30750,0.5x,+1.1%,No Supply,No Supply,bullish
144960,뉴파워프라즈마,8960,0.5x,+15.0%,No Supply,No Supply,bullish
417840,저스템,16300,0.5x,+23.4%,No Supply,No Supply,bullish
254490,미래반도체,25350,0.4x,+0.4%,No Supply,No Supply,bullish
036200,유니셈,11440,0.6x,+4.0%,No Supply,No Supply,bullish
456010,아이씨티케이,24250,0.3x,+6.2%,No Supply,No Supply + Testing,bullish
187870,디바이스,22900,0.6x,+13.4%,No Supply,No Supply,bullish
061970,LB세미콘,5300,0.3x,+3.1%,No Supply,No Supply,bullish
389260,대명에너지,16550,7.1x,-17.3%,Effort vs Result,Effort vs Result,bullish
036800,나이스정보통신,29100,0.3x,+4.4%,Testing,Testing,bullish
036710,심텍홀딩스,4800,0.3x,+14.7%,No Supply,No Supply,bullish
0082N0,카나프테라퓨틱스,19000,3.4x,-37.6%,Stopping Volume,Stopping Volume,bullish
290690,소룩스,4920,0.1x,+16.7%,No Supply,No Supply,bullish
126640,화신정공,6830,2.7x,+224.5%,Effort vs Result,Effort vs Result,bullish
446540,메가터치,7800,0.2x,+16.8%,No Supply,No Supply + Testing,bullish
052330,코텍,11550,0.5x,+2.0%,No Supply,No Supply,bullish
126730,코칩,23250,0.2x,+13.7%,No Supply,No Supply + Testing,bullish
149950,아바텍,14620,0.3x,+10.5%,No Supply,No Supply,bullish
192440,슈피겐코리아,30700,0.2x,+7.4%,Testing,Testing,bullish
066620,국보디자인,25050,0.3x,+5.7%,No Supply,No Supply + Testing,bullish
071200,인피니트헬스케어,7350,0.3x,+3.1%,No Supply,No Supply,bullish
086670,비엠티,17840,0.7x,+13.1%,No Supply,No Supply,bullish
024800,유성티엔에스,4635,0.1x,+4.7%,No Supply,No Supply + Testing,bullish
032580,피델릭스,5010,0.2x,+54.6%,No Supply,No Supply,bullish
083500,에프엔에스테크,19600,0.5x,+1.7%,No Supply,No Supply + Testing,bullish
297090,씨에스베어링,5860,6.1x,-14.1%,Effort vs Result,Effort vs Result,bullish
066430,아이로보틱스,3955,0.3x,+48.2%,No Supply,No Supply,bullish
093190,빅솔론,7960,0.5x,+1.8%,No Supply,No Supply + Testing,bullish
001540,안국약품,10910,0.2x,+17.5%,No Supply,No Supply,bullish
142210,유니트론텍,6560,0.3x,+1.1%,No Supply,No Supply,bullish
212560,네오오토,10250,0.2x,+4.0%,No Supply,No Supply,bullish
228850,레이언스,6800,0.7x,+6.4%,No Supply,No Supply,bullish
052900,KX하이텍,1435,0.4x,+0.0%,No Supply,No Supply,bullish
212710,아이에스티이,10070,0.4x,+4.3%,No Supply,No Supply,bullish
004590,한국가구,6260,2.8x,+6.9%,Effort vs Result,Effort vs Result,bullish
072020,중앙백신,9650,0.2x,+0.2%,No Supply,No Supply + Testing,bullish
037760,쎄니트,2410,0.2x,+1.6%,No Supply,No Supply + Testing,bullish
189330,씨이랩,8480,0.2x,+14.8%,No Supply,No Supply + Testing,bullish
053280,예스24,3095,2.7x,-4.5%,Effort vs Result,Effort vs Result,bullish
036000,예림당,3290,0.6x,+4.4%,No Supply,No Supply,bullish
123010,알엔티엑스,2135,0.3x,+9.0%,No Supply,No Supply + Testing,bullish
320000,한울반도체,10850,0.2x,+10.4%,No Supply,No Supply + Testing,bullish
147760,피엠티,6150,0.3x,+15.0%,No Supply,No Supply,bullish
246960,SCL사이언스,1743,1.7x,-11.4%,Stopping Volume,Stopping Volume,bullish
079650,서산,2850,2.6x,+112.5%,Effort vs Result,Effort vs Result,bullish
137080,나래나노텍,5150,3.2x,-3.2%,Effort vs Result,Effort vs Result,bullish
271830,팸텍,1648,0.3x,+4.5%,No Supply,No Supply,bullish
417860,오브젠,10050,0.2x,+1.4%,No Supply,No Supply,bullish
066900,디에이피,1790,0.3x,+7.2%,No Supply,No Supply + Testing,bullish
019570,플루토스,296,1.8x,-26.1%,Stopping Volume,Stopping Volume,bullish
058450,한주에이알티,4980,0.3x,+14.0%,Testing,Testing,bullish
240600,유진테크놀로지,3560,16.0x,+15.4%,Effort vs Result,Effort vs Result,bullish
224060,더코디,4690,6.3x,-9.7%,Effort vs Result,Effort vs Result,bullish
130740,티피씨글로벌,2130,0.2x,+2.4%,No Supply,No Supply + Testing,bullish
032800,판타지오,1907,0.0x,+1.2%,No Supply,No Supply + Testing,bullish
006050,국영지앤엠,565,2.2x,-50.3%,Effort vs Result,Effort vs Result,bullish
078860,아이오케이이엔엠,3200,1.6x,-27.6%,Stopping Volume,Stopping Volume,bullish
0101C0,하나36호스팩,2000,2.7x,+0.0%,Stopping Volume,Stopping Volume,bullish
477340,에이치엠씨제7호스팩,2045,3.5x,+0.6%,Stopping Volume,Stopping Volume,bullish
478440,미래에셋비전스팩6호,2055,0.1x,+0.2%,No Supply,No Supply,bullish
0099W0,미래에셋비전스팩11호,2005,1.8x,+0.2%,Stopping Volume,Stopping Volume,bullish
471050,대신밸런스제17호스팩,2095,1.9x,-0.2%,Stopping Volume,Stopping Volume,bullish
0071M0,삼성스팩11호,2020,2.0x,+0.3%,Effort vs Result,Effort vs Result,bullish
477470,미래에셋비전스팩5호,2110,2.7x,+1.2%,Effort vs Result,Effort vs Result,bullish
0105P0,유진스팩12호,2005,2.2x,+0.1%,Effort vs Result,Effort vs Result,bullish
0098T0,교보19호스팩,2040,2.0x,+0.3%,Stopping Volume,Stopping Volume,bullish
493790,유안타제17호스팩,2015,0.4x,+0.1%,Testing,Testing,bullish
466690,키움히어로제1호스팩,2015,2.1x,-0.3%,Effort vs Result,Effort vs Result,bullish
478110,이베스트스팩6호,2045,2.4x,+0.6%,Stopping Volume,Stopping Volume,bullish
467930,IBKS제23호스팩,2105,3.3x,-2.2%,Stopping Volume,Stopping Volume,bullish
472230,에스케이증권제11호스팩,2075,0.3x,+0.5%,No Supply,No Supply + Testing,bullish
474930,신한제13호스팩,2085,3.1x,-1.1%,Stopping Volume,Stopping Volume,bullish
475240,하나32호스팩,2085,3.0x,-0.3%,Stopping Volume,Stopping Volume,bullish
