ticker,name,price,vol_ratio,vs_ma50,pattern,patterns,signal
006800,미래에셋증권,51100,2.1x,-22.8%,Effort vs Result,Effort vs Result,bullish
009540,HD한국조선해양,375500,1.6x,-9.5%,Stopping Volume,Stopping Volume,bullish
064400,LG씨엔에스,93000,0.4x,+20.5%,Testing,Testing,bullish
267270,HD건설기계,143100,3.2x,-12.3%,Stopping Volume,Stopping Volume,bullish
000990,DB하이텍,155200,2.5x,+7.8%,Stopping Volume,Stopping Volume,bullish
029780,삼성카드,47150,3.9x,-7.3%,Effort vs Result,Effort vs Result,bullish
085620,미래에셋생명,29350,3.9x,+73.5%,Effort vs Result,Effort vs Result,bullish
012510,더존비즈온,120000,4.3x,+0.3%,Stopping Volume,Stopping Volume,bullish
383220,F&F,83200,2.6x,+16.3%,Effort vs Result,Effort vs Result,bullish
017800,현대엘리베이터,79400,2.2x,-11.2%,Effort vs Result,Effort vs Result,bullish
012750,에스원,76700,2.6x,-4.0%,Effort vs Result,Effort vs Result,bullish
279570,케이뱅크,6220,3.0x,+4.7%,Effort vs Result,Effort vs Result,bullish
081660,미스토홀딩스,43900,3.7x,+9.1%,Effort vs Result,Effort vs Result,bullish
006360,GS건설,26200,2.3x,-21.7%,Stopping Volume,Stopping Volume,bullish
051600,한전KPS,49300,2.0x,-12.5%,Effort vs Result,Effort vs Result,bullish
282330,BGF리테일,128000,1.7x,-3.8%,Stopping Volume,Stopping Volume,bullish
002790,아모레퍼시픽홀딩스,24550,2.2x,-6.0%,Effort vs Result,Effort vs Result,bullish
395400,SK리츠,6020,3.5x,-1.4%,Effort vs Result,Effort vs Result,bullish
001800,오리온홀딩스,27950,2.7x,+13.2%,Effort vs Result,Effort vs Result,bullish
361610,SK아이이테크놀로지,20500,2.5x,-8.8%,Effort vs Result,Effort vs Result,bullish
192080,더블유게임즈,74600,2.7x,+27.2%,Effort vs Result,Effort vs Result,bullish
281820,케이씨텍,76400,2.6x,+26.1%,Effort vs Result,Effort vs Result,bullish
007310,오뚜기,340000,2.3x,-3.7%,Effort vs Result,Effort vs Result,bullish
073240,금호타이어,4520,2.5x,-17.5%,Stopping Volume,Stopping Volume,bullish
415640,KB발해인프라,9900,2.9x,-0.1%,Effort vs Result,Effort vs Result,bullish
057050,현대홈쇼핑,78700,2.8x,-3.4%,Effort vs Result,Effort vs Result,bullish
451800,한화리츠,5020,3.7x,-7.0%,Effort vs Result,Effort vs Result,bullish
075580,세진중공업,14890,2.5x,-14.1%,Effort vs Result,Effort vs Result,bullish
036530,SNT홀딩스,51400,3.4x,-9.8%,Effort vs Result,Effort vs Result,bullish
014820,동원시스템즈,21450,4.0x,-12.7%,Effort vs Result,Effort vs Result,bullish
002840,미원상사,127400,2.4x,-4.7%,Effort vs Result,Effort vs Result,bullish
094800,맵스리얼티,5760,4.2x,-9.8%,Effort vs Result,Effort vs Result,bullish
268280,미원에스씨,104900,2.9x,-8.0%,Effort vs Result,Effort vs Result,bullish
448730,삼성FN리츠,5430,3.2x,-5.5%,Effort vs Result,Effort vs Result,bullish
014830,유니드,73000,2.4x,-9.1%,Effort vs Result,Effort vs Result,bullish
145990,삼양사,43700,2.1x,-3.6%,Effort vs Result,Effort vs Result,bullish
002030,아세아,193300,2.2x,-20.0%,Effort vs Result,Effort vs Result,bullish
002810,삼영무역,21550,0.5x,+6.0%,No Supply,No Supply,bullish
