ticker,name,price,ma50,vs_ma50,vol_ratio,trend_score,pattern,bottom1,bottom2,neckline,dist_from_neckline,market
417310,코람코더원리츠,10220,10028,+1.9%,1.5x,6/7,Double Bottom,9500,9950,10480,-2.5%,KOSPI
