ticker,name,price,vol_ratio,vs_ma50,pattern,patterns,signal
012510,더존비즈온,120000,0.1x,+0.3%,Testing,Testing,bullish
003690,코리안리,13080,0.5x,+3.1%,No Supply,No Supply,bullish
093370,후성,16240,8.6x,+38.0%,Effort vs Result,Effort vs Result,bullish
214320,이노션,19970,0.3x,+3.0%,No Supply,No Supply + Testing,bullish
008060,대덕,19040,0.5x,+10.8%,No Supply,No Supply,bullish
014820,동원시스템즈,20150,1.5x,-18.3%,Stopping Volume,Stopping Volume,bullish
217590,티엠씨,22600,2.9x,-12.4%,Effort vs Result,Effort vs Result,bullish
448730,삼성FN리츠,4895,1.5x,-14.8%,Stopping Volume,Stopping Volume,bullish
02826K,삼성물산우B,215500,0.6x,+3.1%,No Supply,No Supply,bullish
404990,신한서부티엔디리츠,4455,6.5x,+7.8%,Effort vs Result,Effort vs Result,bullish
007460,에이프로젠,3100,0.2x,+56.2%,No Supply,No Supply,bullish
35320K,대덕전자1우,31450,0.2x,+8.9%,No Supply,No Supply,bullish
009140,경인전자,26400,0.1x,+6.6%,No Supply,No Supply,bullish
003060,에이프로젠바이오로직스,2550,0.1x,+58.7%,No Supply,No Supply,bullish
000227,유유제약2우B,10580,2.1x,-1.2%,Effort vs Result,Effort vs Result,bullish
001525,동양우,4515,0.3x,+0.6%,No Supply,No Supply + Testing,bullish
031330,에스에이엠티,14980,0.4x,+50.2%,No Supply,No Supply,bullish
295310,에이치브이엠,101400,0.6x,+6.4%,No Supply,No Supply,bullish
037460,삼지전자,41200,0.2x,+12.4%,No Supply,No Supply,bullish
356680,엑스게이트,15750,0.1x,+6.5%,No Supply,No Supply,bullish
452280,한선엔지니어링,21500,0.5x,+4.2%,No Supply,No Supply,bullish
079940,가비아,30100,0.4x,+0.3%,No Supply,No Supply + Testing,bullish
085910,네오티스,28350,0.5x,+7.2%,No Supply,No Supply,bullish
065680,우주일렉트로,38150,0.4x,+5.3%,No Supply,No Supply + Testing,bullish
144960,뉴파워프라즈마,7930,0.2x,+6.1%,No Supply,No Supply,bullish
417840,저스템,14270,0.3x,+14.9%,No Supply,No Supply,bullish
456010,아이씨티케이,22800,0.2x,+3.2%,No Supply,No Supply,bullish
187870,디바이스,22250,0.3x,+15.8%,Testing,Testing,bullish
203650,드림시큐리티,2960,0.2x,+1.2%,No Supply,No Supply,bullish
017890,한국알콜,12400,2.4x,+1.6%,Effort vs Result,Effort vs Result,bullish
290690,소룩스,4460,0.1x,+8.0%,Testing,Testing,bullish
308080,바이젠셀,9310,0.2x,+5.1%,No Supply,No Supply,bullish
071200,인피니트헬스케어,7230,0.4x,+3.0%,No Supply,No Supply + Testing,bullish
032580,피델릭스,5080,0.1x,+75.1%,No Supply,No Supply,bullish
126640,화신정공,4430,8.5x,+147.1%,Effort vs Result,Effort vs Result,bullish
331920,셀레믹스,15030,0.2x,+0.0%,Testing,Testing,bullish
222040,코스맥스엔비티,6680,0.2x,+14.8%,No Supply,No Supply,bullish
142210,유니트론텍,6420,0.2x,+0.9%,No Supply,No Supply,bullish
205500,넥써쓰,1905,0.6x,+9.3%,No Supply,No Supply,bullish
212560,네오오토,9780,0.3x,+1.3%,No Supply,No Supply,bullish
052900,KX하이텍,1475,0.2x,+5.0%,No Supply,No Supply,bullish
362320,청담글로벌,4000,2.3x,-15.8%,Effort vs Result,Effort vs Result,bullish
900260,로스웰,1648,2.0x,+1.2%,Effort vs Result,Effort vs Result,bullish
320000,한울반도체,11140,0.1x,+16.7%,No Supply,No Supply,bullish
432430,와이랩,3655,4.7x,+16.1%,Effort vs Result,Effort vs Result,bullish
305090,마이크로디지탈,2500,1.5x,-50.5%,Stopping Volume,Stopping Volume,bullish
089140,넥스턴앤롤코리아,2475,0.2x,+11.5%,Testing,Testing,bullish
438700,버넥트,2990,5.7x,-1.0%,Effort vs Result,Effort vs Result,bullish
291230,엔피,724,11.4x,-3.4%,Effort vs Result,Effort vs Result,bullish
328380,솔트웨어,4390,6.6x,+14.3%,Effort vs Result,Effort vs Result,bullish
457600,벡트,1949,3.2x,-1.9%,Effort vs Result,Effort vs Result,bullish
079650,서산,1272,15.7x,-2.2%,Effort vs Result,Effort vs Result,bullish
130740,티피씨글로벌,2110,0.3x,+1.6%,No Supply,No Supply + Testing,bullish
115570,스타플렉스,2710,3.1x,-8.6%,Effort vs Result,Effort vs Result,bullish
103230,에스앤더블류,2675,1.8x,-27.2%,Stopping Volume,Stopping Volume,bullish
482680,미래에셋비전스팩7호,2055,0.0x,+0.5%,Testing,Testing,bullish
489210,교보17호스팩,2070,1.7x,-1.1%,Stopping Volume,Stopping Volume,bullish
469480,IBKS제24호스팩,2450,0.3x,+8.0%,No Supply,No Supply,bullish
498390,한화플러스제5호스팩,2040,0.2x,+0.1%,No Supply,No Supply + Testing,bullish
488060,유진스팩11호,2030,5.9x,-0.8%,Effort vs Result,Effort vs Result,bullish
