ticker,name,price,ma50,vs_ma50,vol_ratio,trend_score,pattern,bottom1,bottom2,neckline,dist_from_neckline,market,pivot_price,distance,vol_dryup
105560,KB금융,169500,164210,+3.2%,0.6x,7/7,Double Bottom,151500.0,149300.0,172000.0,-1.5%,KOSPI,,,
091970,LSK아이로봇,4385,3445,+27.3%,0.4x,6/7,Pivot Setup,,,,,KOSDAQ,4455.0,-1.6%,0.3x avg
