ticker,name,price,ma50,vs_ma50,vol_ratio,trend_score,pattern,bottom1,bottom2,neckline,dist_from_neckline,market
001800,오리온홀딩스,26600,24591,+8.2%,0.7x,7/7,Double Bottom,24000,23150,25850,+2.9%,KOSPI
