ticker,name,price,ma50,vs_ma50,vol_ratio,trend_score,pattern,bottom1,bottom2,neckline,dist_from_neckline,market,pivot_price,distance,vol_dryup
105560,KB금융,170700,164684,+3.7%,0.6x,7/7,Double Bottom,151500.0,149300.0,172000.0,-0.8%,KOSPI,,,
086790,하나금융지주,128600,123298,+4.3%,0.6x,7/7,Double Bottom,112400.0,109700.0,132000.0,-2.6%,KOSPI,,,
003690,코리안리,13830,13416,+3.1%,0.9x,7/7,Double Bottom,12760.0,12410.0,14000.0,-1.2%,KOSPI,,,
121440,골프존홀딩스,6630,5656,+17.2%,0.8x,6/7,Pivot Setup,,,,,KOSDAQ,6710.0,-1.2%,0.7x avg
035610,솔본,4920,3896,+26.3%,0.9x,6/7,Pivot Setup,,,,,KOSDAQ,4940.0,-0.4%,0.7x avg
