ticker,name,price,vol_ratio,vs_ma50,pattern,patterns,signal
005380,현대차,700000,0.4x,+23.1%,No Supply,No Supply,bullish
010120,LS ELECTRIC,239500,0.5x,+7.8%,No Supply,No Supply + Testing,bullish
298040,효성중공업,3488000,0.7x,+2.5%,No Supply,No Supply,bullish
307950,현대오토에버,839000,0.3x,+62.4%,No Supply,No Supply,bullish
028050,삼성E&A,49500,0.4x,+1.4%,Testing,Testing,bullish
005387,현대차2우B,266000,0.7x,+4.0%,No Supply,No Supply,bullish
062040,산일전기,222500,0.6x,+1.4%,No Supply,No Supply,bullish
005385,현대차우,268000,0.5x,+4.5%,No Supply,No Supply,bullish
010060,OCI홀딩스,311500,0.5x,+10.5%,No Supply,No Supply + Testing,bullish
000500,가온전선,338500,0.2x,+37.7%,No Supply,No Supply,bullish
018880,한온시스템,4820,0.2x,+8.4%,No Supply,No Supply,bullish
489790,한화비전,79500,2.9x,+2.7%,Effort vs Result,Effort vs Result,bullish
012510,더존비즈온,120000,0.3x,+0.4%,Testing,Testing,bullish
069960,현대백화점,139800,3.1x,+41.6%,Effort vs Result,Effort vs Result,bullish
009420,한올바이오파마,55400,0.6x,+8.6%,No Supply,No Supply,bullish
204320,HL만도,57600,0.5x,+3.9%,No Supply,No Supply,bullish
085620,미래에셋생명,19410,5.7x,+19.1%,Effort vs Result,Effort vs Result,bullish
000155,두산우,647000,0.4x,+10.6%,No Supply,No Supply,bullish
000815,삼성화재우,411500,3.0x,+9.1%,Effort vs Result,Effort vs Result,bullish
006340,대원전선,11130,0.2x,+10.9%,Testing,Testing,bullish
008060,대덕,20350,0.5x,+21.2%,Testing,Testing,bullish
005389,현대차3우B,252500,0.5x,+2.4%,No Supply,No Supply,bullish
000157,두산2우B,513000,0.6x,+3.1%,No Supply,No Supply,bullish
001230,동국홀딩스,1780,2.1x,-25.9%,Effort vs Result,Effort vs Result,bullish
005500,삼진제약,19410,0.2x,+0.9%,Testing,Testing,bullish
03473K,SK우,402500,0.4x,+27.5%,No Supply,No Supply,bullish
044820,코스맥스비티아이,18130,0.1x,+0.7%,Testing,Testing,bullish
33626K,두산퓨얼셀1우,9100,0.1x,+0.4%,Testing,Testing,bullish
007610,선도전기,6600,0.1x,+7.2%,No Supply,No Supply,bullish
055490,테이팩스,20150,0.5x,+10.7%,No Supply,No Supply,bullish
004890,동일산업,38150,2.1x,+0.8%,Effort vs Result,Effort vs Result,bullish
