ticker,name,price,vol_ratio,vs_ma50,pattern,patterns,signal
207940,삼성바이오로직스,1405000,0.6x,+0.5%,No Supply,No Supply,bullish
086790,하나금융지주,124800,0.7x,+3.3%,No Supply,No Supply,bullish
271560,오리온,136900,0.6x,+0.9%,No Supply,No Supply,bullish
012510,더존비즈온,120000,0.0x,+0.1%,Testing,Testing,bullish
001450,현대해상,36700,0.4x,+5.1%,Testing,Testing,bullish
462870,시프트업,34850,0.4x,+9.6%,No Supply,No Supply + Testing,bullish
009155,삼성전기우,660000,0.3x,+19.3%,No Supply,No Supply,bullish
073240,금호타이어,6160,2.2x,+21.3%,Effort vs Result,Effort vs Result,bullish
192080,더블유게임즈,65100,0.4x,+2.0%,Testing,Testing,bullish
057050,현대홈쇼핑,87300,0.0x,+4.9%,Testing,Testing,bullish
453340,현대그린푸드,17260,0.6x,+0.3%,No Supply,No Supply,bullish
002990,금호건설,12350,3.0x,+130.5%,Effort vs Result,Effort vs Result,bullish
484870,엠앤씨솔루션,35600,2.0x,+19.9%,Effort vs Result,Effort vs Result,bullish
003200,일신방직,12800,2.6x,+13.7%,Effort vs Result,Effort vs Result,bullish
007160,사조산업,48950,2.1x,+3.7%,Effort vs Result,Effort vs Result,bullish
003650,미창석유,136600,0.7x,+9.9%,No Supply,No Supply,bullish
004080,신흥,13870,0.4x,+0.3%,Testing,Testing,bullish
001260,남광토건,11880,4.0x,+36.8%,Effort vs Result,Effort vs Result,bullish
013360,일성건설,2085,4.9x,+33.6%,Effort vs Result,Effort vs Result,bullish
264900,크라운제과,8370,0.2x,+0.8%,No Supply,No Supply,bullish
001210,금호전기,963,2.1x,+29.6%,Effort vs Result,Effort vs Result,bullish
446070,유니드비티플러스,3295,0.3x,+17.9%,No Supply,No Supply + Testing,bullish
014990,인디에프,1848,2.0x,-33.3%,Effort vs Result,Effort vs Result,bullish
012170,아센디오,1004,5.0x,-8.3%,Effort vs Result,Effort vs Result,bullish
002995,금호건설우,39950,4.5x,+139.8%,Effort vs Result,Effort vs Result,bullish
080220,제주반도체,89300,0.3x,+0.4%,No Supply,No Supply,bullish
160980,싸이맥스,36300,0.4x,+0.1%,No Supply,No Supply,bullish
101730,위메이드맥스,4420,5.9x,+2.9%,Effort vs Result,Effort vs Result,bullish
069080,웹젠,11470,0.2x,+1.5%,Testing,Testing,bullish
036800,나이스정보통신,31550,2.4x,+10.5%,Effort vs Result,Effort vs Result,bullish
382900,범한퓨얼셀,27500,2.9x,-6.7%,Effort vs Result,Effort vs Result,bullish
039830,오로라,21900,2.5x,+29.2%,Effort vs Result,Effort vs Result,bullish
065710,서호전기,44800,0.4x,+0.5%,No Supply,No Supply + Testing,bullish
037070,파세코,8870,10.4x,+19.5%,Effort vs Result,Effort vs Result,bullish
093190,빅솔론,8160,0.1x,+2.8%,No Supply,No Supply + Testing,bullish
048550,SM C&C,1598,0.2x,+37.4%,No Supply,No Supply,bullish
212560,네오오토,11220,4.2x,+9.3%,Effort vs Result,Effort vs Result,bullish
222040,코스맥스엔비티,7280,2.7x,+10.1%,Effort vs Result,Effort vs Result,bullish
126640,화신정공,3945,0.1x,+32.4%,No Supply,No Supply + Testing,bullish
025950,동신건설,16320,5.3x,+17.7%,Effort vs Result,Effort vs Result,bullish
065170,비엘팜텍,4595,0.0x,+103.6%,Testing,Testing,bullish
091590,남화토건,10610,3.0x,+126.7%,Effort vs Result,Effort vs Result,bullish
225530,HC보광산업,2925,2.7x,+5.8%,Effort vs Result,Effort vs Result,bullish
039340,한국경제TV,4810,0.2x,+0.9%,No Supply,No Supply + Testing,bullish
120240,대정화금,13670,0.7x,+0.8%,No Supply,No Supply,bullish
198440,강동씨앤엘,1590,0.4x,+23.8%,No Supply,No Supply,bullish
228340,동양파일,3800,3.8x,+67.7%,Effort vs Result,Effort vs Result,bullish
900260,로스웰,1638,0.1x,+1.2%,No Supply,No Supply + Testing,bullish
110790,크리스에프앤씨,3085,3.0x,-10.5%,Effort vs Result,Effort vs Result,bullish
007680,대원,5100,2.2x,+27.6%,Effort vs Result,Effort vs Result,bullish
276730,한울앤제주,19950,0.3x,+37.7%,No Supply,No Supply + Testing,bullish
050120,ES큐브,2870,0.1x,+0.3%,No Supply,No Supply + Testing,bullish
089140,넥스턴앤롤코리아,2300,0.5x,+1.0%,No Supply,No Supply,bullish
148930,에이치와이티씨,3455,2.2x,+16.2%,Effort vs Result,Effort vs Result,bullish
103840,우양,2095,4.7x,-16.5%,Effort vs Result,Effort vs Result,bullish
025440,DH오토웨어,3300,3.2x,-14.7%,Effort vs Result,Effort vs Result,bullish
187220,디티앤씨,2490,2.3x,-10.1%,Effort vs Result,Effort vs Result,bullish
457600,벡트,2010,0.7x,+2.2%,No Supply,No Supply,bullish
053060,세동,1444,2.4x,+7.2%,Effort vs Result,Effort vs Result,bullish
304840,피플바이오,918,5.2x,-16.4%,Effort vs Result,Effort vs Result,bullish
469880,하나30호스팩,2105,0.1x,+0.5%,Testing,Testing,bullish
473050,유안타제15호스팩,2080,0.1x,+0.5%,Testing,Testing,bullish
0099X0,IBKS제25호스팩,2180,0.0x,+1.8%,Testing,Testing,bullish
0097F0,미래에셋비전스팩10호,2000,0.2x,+0.1%,Testing,Testing,bullish
477760,DB금융스팩12호,2060,0.1x,+0.8%,Testing,Testing,bullish
