ticker,name,price,vol_ratio,vs_ma50,pattern,patterns,signal
207940,삼성바이오로직스,1531000,0.5x,+8.0%,No Supply,No Supply,bullish
079550,LIG디펜스앤에어로스페이스,795000,0.4x,+4.1%,No Supply,No Supply,bullish
028050,삼성E&A,47900,0.5x,+3.5%,No Supply,No Supply,bullish
090430,아모레퍼시픽,132200,0.6x,+10.9%,No Supply,No Supply,bullish
267270,HD건설기계,133500,0.7x,+1.6%,No Supply,No Supply,bullish
010060,OCI홀딩스,272500,0.5x,+17.9%,No Supply,No Supply,bullish
051900,LG생활건강,300000,0.6x,+16.3%,No Supply,No Supply,bullish
001450,현대해상,49700,2.2x,+29.8%,Effort vs Result,Effort vs Result,bullish
085620,미래에셋생명,21800,2.4x,+8.7%,Effort vs Result,Effort vs Result,bullish
006360,GS건설,34150,0.5x,+19.1%,No Supply,No Supply,bullish
103140,풍산,80400,0.6x,+15.8%,No Supply,No Supply,bullish
475150,SK이터닉스,58500,0.5x,+17.3%,No Supply,No Supply,bullish
298020,효성티앤씨,322500,0.5x,+5.4%,No Supply,No Supply,bullish
012630,HDC,22200,0.7x,+6.4%,No Supply,No Supply,bullish
082640,동양생명,8250,0.0x,+6.0%,Testing,Testing,bullish
006340,대원전선,14110,0.3x,+16.4%,No Supply,No Supply,bullish
005090,SGC에너지,62500,0.5x,+33.8%,No Supply,No Supply,bullish
499790,GS피앤엘,41050,0.4x,+0.3%,No Supply,No Supply,bullish
017900,광전자,8170,0.3x,+15.4%,No Supply,No Supply,bullish
003280,흥아해운,1934,3.4x,+11.4%,Effort vs Result,Effort vs Result,bullish
090435,아모레퍼시픽우,43900,0.5x,+10.8%,No Supply,No Supply + Testing,bullish
002810,삼영무역,23200,0.6x,+9.8%,No Supply,No Supply,bullish
092230,KPX홀딩스,98200,2.7x,+16.8%,Effort vs Result,Effort vs Result,bullish
194370,제이에스코퍼레이션,12800,0.5x,+6.3%,No Supply,No Supply,bullish
104700,한국철강,9870,0.3x,+7.3%,No Supply,No Supply,bullish
010820,퍼스텍,6420,0.6x,+1.5%,No Supply,No Supply,bullish
096760,JW홀딩스,4075,0.6x,+7.0%,No Supply,No Supply,bullish
298000,효성화학,74500,0.5x,+17.1%,No Supply,No Supply,bullish
334890,이지스밸류플러스리츠,3745,0.4x,+7.8%,No Supply,No Supply,bullish
007160,사조산업,50100,0.5x,+7.5%,No Supply,No Supply,bullish
025000,KPX케미칼,54400,3.6x,+9.2%,Effort vs Result,Effort vs Result,bullish
034120,SBS,12740,3.0x,+7.2%,Effort vs Result,Effort vs Result,bullish
001460,BYC,37300,0.4x,+8.0%,No Supply,No Supply,bullish
002170,SYTS,56500,0.2x,+4.2%,No Supply,No Supply,bullish
094280,효성ITX,12120,0.4x,+1.1%,No Supply,No Supply + Testing,bullish
018470,조일알미늄,1026,0.3x,+2.1%,No Supply,No Supply,bullish
089470,HDC현대EP,3975,0.5x,+3.0%,No Supply,No Supply + Testing,bullish
006660,삼성공조,15110,4.0x,+36.9%,Effort vs Result,Effort vs Result,bullish
016710,대성홀딩스,7090,2.4x,+2.6%,Effort vs Result,Effort vs Result,bullish
009580,무림P&P,1672,0.7x,+0.8%,No Supply,No Supply,bullish
008700,아남전자,1224,0.2x,+2.8%,No Supply,No Supply + Testing,bullish
014440,영보화학,4720,2.5x,+4.4%,Effort vs Result,Effort vs Result,bullish
363280,티와이홀딩스,1922,0.6x,+6.2%,No Supply,No Supply,bullish
014160,대영포장,780,4.5x,+8.7%,Effort vs Result,Effort vs Result,bullish
000850,화천기공,38000,6.1x,+12.4%,Effort vs Result,Effort vs Result,bullish
003580,HLB글로벌,1635,0.6x,+13.5%,No Supply,No Supply,bullish
019680,대교,1000,0.0x,+1.5%,Testing,Testing,bullish
009180,한솔로지스틱스,2780,1.6x,+1.2%,Stopping Volume,Stopping Volume,bullish
000180,성창기업지주,5440,0.4x,+7.1%,Testing,Testing,bullish
001020,페이퍼코리아,2125,4.1x,+3.1%,Effort vs Result,Effort vs Result,bullish
005870,휴니드,4745,2.2x,+1.8%,Effort vs Result,Effort vs Result,bullish
100220,비상교육,4975,2.4x,-2.4%,Stopping Volume,Stopping Volume,bullish
068290,삼성출판사,6330,0.5x,+0.6%,No Supply,No Supply + Testing,bullish
002630,오리엔트바이오,992,0.2x,+7.2%,No Supply,No Supply + Testing,bullish
003465,유화증권우,3130,0.2x,+2.8%,No Supply,No Supply + Testing,bullish
372910,한컴라이프케어,1875,0.2x,+5.4%,No Supply,No Supply + Testing,bullish
011330,유니켐,4980,0.6x,+24.4%,No Supply,No Supply,bullish
041650,상신브레이크,2195,0.4x,+1.2%,No Supply,No Supply,bullish
008420,문배철강,2225,0.3x,+2.7%,No Supply,No Supply,bullish
011420,갤럭시아에스엠,1475,0.3x,+2.9%,No Supply,No Supply,bullish
000215,DL우,23800,0.3x,+9.4%,No Supply,No Supply + Testing,bullish
145270,케이탑리츠,800,0.1x,+3.0%,Testing,Testing,bullish
004365,세방우,9280,3.5x,+0.1%,Stopping Volume,Stopping Volume,bullish
002420,세기상사,5720,0.5x,+7.0%,No Supply,No Supply,bullish
005320,온타이드,896,4.6x,+3.1%,Effort vs Result,Effort vs Result,bullish
001380,SG글로벌,1344,1.7x,-0.6%,Stopping Volume,Stopping Volume,bullish
025890,한국주강,2460,0.4x,+10.4%,No Supply,No Supply,bullish
000040,KR모터스,1587,11.2x,+15.3%,Effort vs Result,Effort vs Result,bullish
006740,블루산업개발,1052,0.0x,+3.5%,Testing,Testing,bullish
001685,대상우,14730,0.5x,+2.7%,No Supply,No Supply,bullish
108675,LX하우시스우,18370,0.6x,+11.3%,No Supply,No Supply,bullish
006200,한국전자홀딩스,2025,2.0x,-10.2%,Effort vs Result,Effort vs Result,bullish
024890,대원화성,2025,2.7x,-30.0%,Stopping Volume,Stopping Volume,bullish
000087,하이트진로2우B,12460,0.1x,+0.1%,No Supply,No Supply,bullish
003075,코오롱글로벌우,13630,0.4x,+3.6%,No Supply,No Supply,bullish
001067,JW중외제약2우B,44050,0.1x,+1.4%,No Supply,No Supply,bullish
002995,금호건설우,23200,0.7x,+3.0%,No Supply,No Supply,bullish
