ticker,name,price,vol_ratio,vs_ma50,pattern,patterns,signal
028260,삼성물산,405000,2.4x,+35.7%,Effort vs Result,Effort vs Result,bullish
006400,삼성SDI,694000,0.6x,+44.0%,No Supply,No Supply,bullish
009830,한화솔루션,47400,0.4x,+4.3%,Testing,Testing,bullish
000500,가온전선,367000,0.0x,+166.5%,Testing,Testing,bullish
029780,삼성카드,51600,1.5x,-8.2%,Stopping Volume,Stopping Volume,bullish
011170,롯데케미칼,100400,0.7x,+16.2%,No Supply,No Supply,bullish
457190,이수스페셜티케미컬,117700,0.5x,+14.7%,No Supply,No Supply,bullish
028670,팬오션,6030,2.8x,+13.4%,Effort vs Result,Effort vs Result,bullish
026960,동서,25200,1.6x,-5.7%,Stopping Volume,Stopping Volume,bullish
000240,한국앤컴퍼니,25100,1.6x,-3.0%,Stopping Volume,Stopping Volume,bullish
161890,한국콜마,86900,0.6x,+11.0%,No Supply,No Supply,bullish
081660,미스토홀딩스,38550,1.5x,-12.3%,Stopping Volume,Stopping Volume,bullish
093370,후성,13760,0.3x,+44.2%,No Supply,No Supply,bullish
192080,더블유게임즈,59000,0.5x,+13.4%,No Supply,No Supply + Testing,bullish
090460,비에이치,31000,0.5x,+29.5%,No Supply,No Supply,bullish
336370,솔루스첨단소재,13360,0.3x,+30.9%,No Supply,No Supply,bullish
030190,NICE평가정보,15060,1.8x,-7.2%,Stopping Volume,Stopping Volume,bullish
003620,KG모빌리티,4305,0.6x,+13.4%,No Supply,No Supply,bullish
011930,신성이엔지,3995,0.0x,+28.0%,Testing,Testing,bullish
161000,애경케미칼,14650,0.3x,+17.0%,No Supply,No Supply,bullish
002240,고려제강,25400,0.4x,+12.2%,No Supply,No Supply,bullish
005810,풍산홀딩스,43650,0.2x,+4.4%,No Supply,No Supply,bullish
010820,퍼스텍,12840,0.2x,+31.6%,No Supply,No Supply,bullish
008060,대덕,19100,3.4x,+37.2%,Effort vs Result,Effort vs Result,bullish
453340,현대그린푸드,18140,3.1x,+13.2%,Effort vs Result,Effort vs Result,bullish
001530,DI동일,28250,0.6x,+17.7%,No Supply,No Supply,bullish
452260,한화갤러리아,2950,0.4x,+8.9%,No Supply,No Supply,bullish
029530,신도리코,49650,1.7x,-6.2%,Stopping Volume,Stopping Volume,bullish
005720,넥센,7040,0.4x,+2.9%,Testing,Testing,bullish
092220,KEC,1838,0.0x,+20.5%,Testing,Testing,bullish
001230,동국홀딩스,11400,0.0x,+9.4%,Testing,Testing,bullish
272450,진에어,6580,3.7x,+2.0%,Effort vs Result,Effort vs Result,bullish
004430,송원산업,14170,0.4x,+41.7%,No Supply,No Supply,bullish
02826K,삼성물산우B,224000,2.4x,+19.0%,Effort vs Result,Effort vs Result,bullish
011690,와이투솔루션,8800,0.4x,+26.7%,No Supply,No Supply + Testing,bullish
001460,BYC,49100,1.8x,+0.6%,Stopping Volume,Stopping Volume,bullish
037710,광주신세계,37450,1.5x,-1.1%,Stopping Volume,Stopping Volume,bullish
003070,코오롱글로벌,11070,0.6x,+1.1%,No Supply,No Supply,bullish
035510,신세계 I&C,19990,0.6x,+3.8%,No Supply,No Supply,bullish
001130,대한제분,156500,0.0x,+3.8%,Testing,Testing,bullish
008350,남선알미늄,2030,0.1x,+11.1%,No Supply,No Supply + Testing,bullish
017550,수산세보틱스,3860,5.0x,+58.9%,Effort vs Result,Effort vs Result,bullish
102260,동성케미컬,4285,0.6x,+0.9%,No Supply,No Supply,bullish
016580,환인제약,11480,0.6x,+8.0%,No Supply,No Supply,bullish
018470,조일알미늄,1640,0.1x,+11.4%,No Supply,No Supply,bullish
460850,동국씨엠,6410,0.3x,+10.2%,No Supply,No Supply + Testing,bullish
009580,무림P&P,2845,0.1x,+2.5%,No Supply,No Supply + Testing,bullish
214420,토니모리,7250,0.5x,+2.0%,No Supply,No Supply + Testing,bullish
008040,사조동아원,1124,4.1x,+6.3%,Effort vs Result,Effort vs Result,bullish
123690,한국화장품,8550,0.3x,+0.7%,No Supply,No Supply + Testing,bullish
007210,벽산,2085,0.6x,+6.5%,No Supply,No Supply,bullish
004140,동방,2825,0.4x,+0.8%,No Supply,No Supply + Testing,bullish
095720,웅진씽크빅,1154,0.0x,+2.1%,Testing,Testing,bullish
014580,태경비케이,4745,0.3x,+3.9%,No Supply,No Supply + Testing,bullish
036580,팜스코,3490,0.6x,+1.7%,No Supply,No Supply,bullish
001020,페이퍼코리아,674,0.0x,+0.7%,Testing,Testing,bullish
000180,성창기업지주,6860,2.2x,-8.1%,Effort vs Result,Effort vs Result,bullish
085310,엔케이,1169,0.0x,+6.2%,Testing,Testing,bullish
023810,인팩,8660,0.6x,+5.8%,No Supply,No Supply,bullish
006370,대구백화점,5490,0.2x,+3.6%,No Supply,No Supply,bullish
001210,금호전기,863,0.5x,+0.7%,No Supply,No Supply + Testing,bullish
027740,마니커,821,0.0x,+0.0%,Testing,Testing,bullish
006345,대원전선우,16790,3.4x,+235.4%,Effort vs Result,Effort vs Result,bullish
33637K,솔루스첨단소재1우,2600,0.1x,+19.2%,No Supply,No Supply + Testing,bullish
145270,케이탑리츠,888,2.5x,-1.8%,Stopping Volume,Stopping Volume,bullish
005320,온타이드,588,0.0x,+9.2%,Testing,Testing,bullish
019175,신풍제약우,18800,0.2x,+5.9%,No Supply,No Supply + Testing,bullish
024890,대원화성,906,0.0x,+12.0%,Testing,Testing,bullish
000040,KR모터스,424,0.5x,+2.7%,No Supply,No Supply + Testing,bullish
009810,플레이그램,1178,0.0x,+8.1%,Testing,Testing,bullish
006740,블루산업개발,589,0.0x,+0.8%,Testing,Testing,bullish
002690,동일제강,1652,0.2x,+2.5%,No Supply,No Supply + Testing,bullish
009460,한창제지,544,0.0x,+1.3%,Testing,Testing,bullish
006570,대림통상,2010,3.5x,-1.0%,Effort vs Result,Effort vs Result,bullish
069640,한세엠케이,666,0.0x,+7.4%,Testing,Testing,bullish
002820,SUN&L,2365,0.3x,+0.1%,No Supply,No Supply + Testing,bullish
044380,주연테크,430,0.0x,+11.4%,Testing,Testing,bullish
025890,한국주강,2220,0.3x,+19.2%,Testing,Testing,bullish
45226K,한화갤러리아우,7240,0.2x,+0.8%,No Supply,No Supply,bullish
18064K,한진칼우,32800,1.7x,-5.9%,Stopping Volume,Stopping Volume,bullish
005725,넥센우,4635,2.1x,+2.7%,Effort vs Result,Effort vs Result,bullish
33637L,솔루스첨단소재2우B,3580,0.3x,+3.7%,No Supply,No Supply,bullish
004255,NPC우,2405,3.1x,+0.1%,Effort vs Result,Effort vs Result,bullish
012205,계양전기우,8000,0.1x,+9.8%,No Supply,No Supply + Testing,bullish
004835,덕성우,6560,0.2x,+3.2%,No Supply,No Supply,bullish
005745,크라운해태홀딩스우,7430,2.7x,-0.5%,Stopping Volume,Stopping Volume,bullish
014285,금강공업우,7470,2.1x,+6.3%,Effort vs Result,Effort vs Result,bullish
002995,금호건설우,14900,0.6x,+0.8%,No Supply,No Supply,bullish
002787,진흥기업2우B,8470,0.2x,+3.9%,No Supply,No Supply + Testing,bullish
095340,ISC,247000,0.5x,+9.5%,No Supply,No Supply,bullish
145020,휴젤,259500,3.0x,+1.4%,Effort vs Result,Effort vs Result,bullish
100790,미래에셋벤처투자,53600,0.2x,+61.4%,No Supply,No Supply,bullish
031980,피에스케이홀딩스,125600,0.6x,+17.2%,No Supply,No Supply,bullish
027360,아주IB투자,15200,0.2x,+60.5%,No Supply,No Supply,bullish
095610,테스,89200,0.6x,+20.8%,No Supply,No Supply,bullish
137400,피엔티,56700,0.6x,+10.5%,No Supply,No Supply,bullish
