ticker,name,price,vol_ratio,vs_ma50,pattern,patterns,signal
086790,하나금융지주,137500,0.7x,+4.7%,No Supply,No Supply,bullish
086280,현대글로비스,203500,0.5x,+1.8%,Testing,Testing,bullish
005830,DB손해보험,187200,0.5x,+9.3%,No Supply,No Supply,bullish
047050,포스코인터내셔널,55100,0.2x,+3.6%,No Supply,No Supply + Testing,bullish
003230,삼양식품,1275000,0.6x,+1.1%,No Supply,No Supply,bullish
000880,한화,138400,0.4x,+20.6%,No Supply,No Supply,bullish
088350,한화생명,5960,0.6x,+18.9%,No Supply,No Supply,bullish
375500,DL이앤씨,88500,2.1x,+28.6%,Effort vs Result,Effort vs Result,bullish
012750,에스원,83200,0.6x,+8.9%,No Supply,No Supply,bullish
011780,금호석유화학,122500,0.5x,+0.6%,No Supply,No Supply + Testing,bullish
031210,서울보증보험,43200,0.3x,+0.2%,No Supply,No Supply,bullish
139130,iM금융지주,18310,0.3x,+3.0%,No Supply,No Supply,bullish
017800,현대엘리베이터,73400,0.5x,+2.5%,No Supply,No Supply,bullish
007340,DN오토모티브,45500,0.3x,+4.0%,No Supply,No Supply + Testing,bullish
085620,미래에셋생명,19380,0.1x,+1.0%,No Supply,No Supply + Testing,bullish
004370,농심,409000,0.6x,+3.1%,No Supply,No Supply,bullish
181710,NHN,55200,0.4x,+5.9%,No Supply,No Supply + Testing,bullish
089860,롯데렌탈,48400,0.6x,+14.2%,No Supply,No Supply,bullish
001430,세아베스틸지주,43850,2.1x,+15.2%,Effort vs Result,Effort vs Result,bullish
000815,삼성화재우,414000,0.5x,+2.0%,No Supply,No Supply,bullish
003240,태광산업,906000,0.6x,+2.0%,No Supply,No Supply,bullish
451800,한화리츠,5220,0.4x,+1.9%,No Supply,No Supply,bullish
051915,LG화학우,121000,2.2x,-1.1%,Stopping Volume,Stopping Volume,bullish
009240,한샘,38900,0.5x,+2.3%,No Supply,No Supply,bullish
004490,세방전지,61000,0.4x,+7.6%,Testing,Testing,bullish
005180,빙그레,87000,0.2x,+14.2%,No Supply,No Supply + Testing,bullish
090460,비에이치,19610,0.6x,+11.4%,No Supply,No Supply,bullish
005880,대한해운,2035,0.5x,+3.2%,No Supply,No Supply,bullish
001680,대상,18390,0.3x,+2.4%,No Supply,No Supply,bullish
317450,명인제약,43350,1.6x,-1.8%,Stopping Volume,Stopping Volume,bullish
014820,동원시스템즈,21150,0.4x,+1.3%,Testing,Testing,bullish
383800,LX홀딩스,8030,0.4x,+1.5%,No Supply,No Supply + Testing,bullish
002840,미원상사,132000,0.6x,+3.8%,No Supply,No Supply,bullish
079900,전진건설로봇,39950,0.2x,+13.6%,No Supply,No Supply,bullish
001530,DI동일,26900,0.3x,+8.3%,No Supply,No Supply + Testing,bullish
058650,세아홀딩스,131900,0.6x,+5.8%,No Supply,No Supply,bullish
001510,SK증권,2365,0.1x,+1.2%,Testing,Testing,bullish
019170,신풍제약,9880,0.4x,+13.6%,No Supply,No Supply + Testing,bullish
001500,현대차증권,7990,0.3x,+0.7%,No Supply,No Supply + Testing,bullish
249420,일동제약,14960,0.3x,+1.9%,No Supply,No Supply,bullish
192650,드림텍,6870,2.0x,+37.5%,Effort vs Result,Effort vs Result,bullish
003280,흥아해운,1792,0.4x,+3.0%,No Supply,No Supply,bullish
