ticker,name,price,ma50,vs_ma50,vol_ratio,trend_score,pattern,bottom1,bottom2,neckline,dist_from_neckline,market,pivot_price,distance,vol_dryup,box_high,box_range,breakout,pivot_dryup,range1,range2,range3,contraction,vol_contraction
091700,파트론,8340,8131,+2.6%,1.1x,6/7,Double Bottom,7500.0,7620.0,8580.0,-2.8%,KOSDAQ,,,,,,,,,,,,
241520,DSC인베스트먼트,16040,14656,+9.4%,1.7x,6/7,Double Bottom,13320.0,12730.0,16500.0,-2.8%,KOSDAQ,,,,,,,,,,,,
265520,AP시스템,24150,21803,+10.8%,1.8x,6/7,Double Bottom,19300.0,19010.0,23800.0,+1.5%,KOSDAQ,,,,,,,,,,,,
067390,아스트,794,778,+2.0%,0.6x,6/7,Double Bottom,733.0,702.0,807.0,-1.6%,KOSDAQ,,,,,,,,,,,,
017890,한국알콜,13880,11788,+17.7%,0.8x,7/7,Pivot Setup,,,,,KOSDAQ,14135.0,-1.8%,0.7x avg,,,,,,,,,
126700,하이비젼시스템,19170,17712,+8.2%,1.0x,6/7,Double Bottom,15630.0,15470.0,19020.0,+0.8%,KOSDAQ,,,,,,,,,,,,
417010,나노팀,11860,10925,+8.6%,0.9x,6/7,Double Bottom,8730.0,8960.0,11490.0,+3.2%,KOSDAQ,,,,,,,,,,,,
122990,와이솔,7740,7043,+9.9%,1.1x,6/7,Double Bottom,6510.0,6240.0,7610.0,+1.7%,KOSDAQ,,,,,,,,,,,,
340450,지씨지놈,8170,7901,+3.4%,3.6x,6/7,Double Bottom,7400.0,7050.0,8280.0,-1.3%,KOSDAQ,,,,,,,,,,,,
067000,조이시티,2600,2573,+1.0%,0.7x,7/7,Double Bottom,2330.0,2245.0,2540.0,+2.4%,KOSDAQ,,,,,,,,,,,,
322180,LS티라유텍,8600,7906,+8.8%,1.4x,6/7,Double Bottom,6890.0,6730.0,8380.0,+2.6%,KOSDAQ,,,,,,,,,,,,
456070,이엔셀,16090,15648,+2.8%,0.9x,6/7,Double Bottom,14600.0,14000.0,16020.0,+0.4%,KOSDAQ,,,,,,,,,,,,
126730,코칩,19680,18723,+5.1%,2.9x,6/7,Double Bottom,16100.0,16310.0,20150.0,-2.3%,KOSDAQ,,,,,,,,,,,,
040300,YTN,3505,3356,+4.4%,0.1x,6/7,Double Bottom,3055.0,3010.0,3400.0,+3.1%,KOSDAQ,,,,,,,,,,,,
225190,LK삼양,2345,2144,+9.3%,1.5x,6/7,Double Bottom,1830.0,1801.0,2320.0,+1.1%,KOSDAQ,,,,,,,,,,,,
095190,신화프리텍,2490,2350,+5.9%,0.8x,6/7,Double Bottom,2085.0,2175.0,2380.0,+4.6%,KOSDAQ,,,,,,,,,,,,
250060,모비스,4890,4887,+0.0%,0.4x,6/7,Double Bottom,4050.0,4250.0,5010.0,-2.4%,KOSDAQ,,,,,,,,,,,,
307930,컴퍼니케이,9760,7760,+25.8%,0.9x,7/7,Pivot Setup,,,,,KOSDAQ,9830.0,-0.7%,0.5x avg,,,,,,,,,
013310,아진산업,3395,3259,+4.2%,1.0x,6/7,Double Bottom,2860.0,2995.0,3355.0,+1.2%,KOSDAQ,,,,,,,,,,,,
049520,유아이엘,4120,3987,+3.3%,0.6x,7/7,Double Bottom,3705.0,3670.0,4165.0,-1.1%,KOSDAQ,,,,,,,,,,,,
330350,위더스제약,9330,8816,+5.8%,0.4x,7/7,Double Bottom,8000.0,8110.0,8910.0,+4.7%,KOSDAQ,,,,,,,,,,,,
448710,코츠테크놀로지,22150,19990,+10.8%,0.7x,6/7,Double Bottom,17070.0,17090.0,22100.0,+0.2%,KOSDAQ,,,,,,,,,,,,
011370,서한,1100,1057,+4.0%,0.8x,7/7,VCP + Double Bottom,1033.0,1009.0,1106.0,-0.5%,KOSDAQ,,,,,,,,38.1%,17.4%,9.6%,25% of initial,True
052900,KX하이텍,1311,1211,+8.2%,5.4x,7/7,Double Bottom,1050.0,1057.0,1258.0,+4.2%,KOSDAQ,,,,,,,,,,,,
126640,화신정공,1561,1513,+3.1%,0.6x,6/7,VCP,,,,,KOSDAQ,,,,,,,,27.7%,18.8%,9.1%,33% of initial,True
119500,포메탈,4470,4254,+5.1%,1.1x,6/7,Double Bottom,3845.0,3705.0,4370.0,+2.3%,KOSDAQ,,,,,,,,,,,,
017000,신원종합개발,3250,3128,+3.9%,0.3x,7/7,Double Bottom,2735.0,2865.0,3250.0,+0.0%,KOSDAQ,,,,,,,,,,,,
