ticker,name,price,ma50,vs_ma50,vol_ratio,trend_score,pattern,bottom1,bottom2,neckline,dist_from_neckline,market,pivot_price,distance,vol_dryup,box_high,box_range,breakout,pivot_dryup,range1,range2,range3,contraction,vol_contraction
005935,삼성전자우,153700,134964,+13.9%,0.9x,7/7,Double Bottom,114800.0,114000.0,149100.0,+3.1%,KOSPI,,,,,,,,,,,,
105560,KB금융,157400,154766,+1.7%,1.0x,7/7,Double Bottom,137700.0,141900.0,155700.0,+1.1%,KOSPI,,,,,,,,,,,,
055550,신한지주,100000,95706,+4.5%,1.1x,7/7,Double Bottom,88500.0,87700.0,97900.0,+2.1%,KOSPI,,,,,,,,,,,,
006800,미래에셋증권,66900,66062,+1.3%,0.6x,7/7,Double Bottom,61100.0,61500.0,67300.0,-0.6%,KOSPI,,,,,,,,,,,,
316140,우리금융지주,35050,34551,+1.4%,0.9x,7/7,Double Bottom,31700.0,31850.0,33600.0,+4.3%,KOSPI,,,,,,,,,,,,
278470,에이피알,450000,338450,+33.0%,0.7x,7/7,Pivot Setup,,,,,KOSPI,457000.0,-1.5%,0.7x avg,,,,,,,,,
005940,NH투자증권,35100,33268,+5.5%,0.9x,7/7,Double Bottom,28800.0,29600.0,35600.0,-1.4%,KOSPI,,,,,,,,,,,,
066970,엘앤에프,198500,141212,+40.6%,0.8x,7/7,Pivot Setup,,,,,KOSPI,198300.0,+0.1%,0.8x avg,,,,,,,,,
062040,산일전기,222000,158908,+39.7%,0.8x,7/7,Pivot Setup,,,,,KOSPI,219000.0,+1.4%,0.5x avg,,,,,,,,,
001040,CJ,218000,202898,+7.4%,0.7x,7/7,Pivot Setup,,,,,KOSPI,220000.0,-0.9%,0.8x avg,,,,,,,,,
454910,두산로보틱스,94100,91936,+2.4%,1.3x,7/7,Double Bottom,80600.0,79500.0,94300.0,-0.2%,KOSPI,,,,,,,,,,,,
271560,오리온,141800,132830,+6.8%,1.2x,7/7,Double Bottom,123600.0,127000.0,137800.0,+2.9%,KOSPI,,,,,,,,,,,,
022100,포스코DX,34800,33473,+4.0%,0.7x,7/7,Double Bottom,28850.0,29450.0,33650.0,+3.4%,KOSPI,,,,,,,,,,,,
011780,금호석유화학,133400,131768,+1.2%,1.1x,6/7,Double Bottom,114100.0,117900.0,136300.0,-2.1%,KOSPI,,,,,,,,,,,,
139480,이마트,105400,99806,+5.6%,0.9x,7/7,Double Bottom + Pivot Setup,88700.0,90100.0,100700.0,+4.7%,KOSPI,104500.0,+0.9%,0.8x avg,,,,,,,,,
007810,코리아써키트,97900,68122,+43.7%,0.9x,7/7,Pivot Setup,,,,,KOSPI,97900.0,+0.0%,0.7x avg,,,,,,,,,
001120,LX인터내셔널,53600,46741,+14.7%,0.5x,7/7,Pivot Setup,,,,,KOSPI,54500.0,-1.7%,0.6x avg,,,,,,,,,
003530,한화투자증권,7720,7392,+4.4%,0.9x,6/7,Double Bottom,6290.0,6450.0,7920.0,-2.5%,KOSPI,,,,,,,,,,,,
294870,IPARK현대산업개발,24300,22391,+8.5%,1.1x,6/7,Double Bottom,20450.0,20200.0,24100.0,+0.8%,KOSPI,,,,,,,,,,,,
001740,SK네트웍스,5680,5375,+5.7%,1.5x,7/7,Double Bottom,5000.0,4920.0,5600.0,+1.4%,KOSPI,,,,,,,,,,,,
003470,유안타증권,5190,4950,+4.8%,1.6x,6/7,Double Bottom,4335.0,4420.0,5150.0,+0.8%,KOSPI,,,,,,,,,,,,
383800,LX홀딩스,9600,8500,+12.9%,7.6x,6/7,Flat Base Breakout,,,,,KOSPI,,,,8900.0,13.1%,+7.9%,False,,,,,
001500,현대차증권,11240,11143,+0.9%,0.7x,6/7,Pivot Setup,,,,,KOSPI,11370.0,-1.1%,0.7x avg,,,,,,,,,
020000,한섬,25850,23690,+9.1%,0.8x,6/7,Pivot Setup,,,,,KOSPI,26350.0,-1.9%,0.8x avg,,,,,,,,,
357120,코람코라이프인프라리츠,4850,4603,+5.3%,1.1x,6/7,Double Bottom,4310.0,4470.0,4645.0,+4.4%,KOSPI,,,,,,,,,,,,
011500,한농화성,24600,22610,+8.8%,0.8x,7/7,Double Bottom,19550.0,19350.0,23950.0,+2.7%,KOSPI,,,,,,,,,,,,
096760,JW홀딩스,4335,4163,+4.1%,1.4x,6/7,Double Bottom,3670.0,3845.0,4425.0,-2.0%,KOSPI,,,,,,,,,,,,
404990,신한서부티엔디리츠,4750,4339,+9.5%,0.8x,6/7,Double Bottom,4135.0,4085.0,4540.0,+4.6%,KOSPI,,,,,,,,,,,,
013580,계룡건설,29550,26825,+10.2%,0.4x,7/7,Double Bottom,24200.0,24600.0,29400.0,+0.5%,KOSPI,,,,,,,,,,,,
095570,AJ네트웍스,5190,5122,+1.3%,1.2x,7/7,VCP,,,,,KOSPI,,,,,,,,18.0%,13.5%,4.8%,27% of initial,True
025820,이구산업,5390,5215,+3.3%,0.6x,6/7,Double Bottom,4690.0,4685.0,5160.0,+4.5%,KOSPI,,,,,,,,,,,,
031820,아이티센씨티에스,753,740,+1.7%,0.0x,6/7,Double Bottom,691.0,681.0,754.0,-0.1%,KOSPI,,,,,,,,,,,,
012280,영화금속,1077,1047,+2.9%,0.8x,7/7,Double Bottom,1011.0,1001.0,1086.0,-0.8%,KOSPI,,,,,,,,,,,,
002690,동일제강,1697,1601,+5.9%,0.1x,6/7,Double Bottom,1446.0,1500.0,1652.0,+2.7%,KOSPI,,,,,,,,,,,,
440110,파두,68100,57289,+18.9%,0.8x,6/7,Pivot Setup,,,,,KOSDAQ,69000.0,-1.3%,0.7x avg,,,,,,,,,
195940,HK이노엔,52600,51489,+2.2%,1.2x,6/7,Double Bottom,45550.0,46800.0,53100.0,-0.9%,KOSDAQ,,,,,,,,,,,,
041960,코미팜,9850,8648,+13.9%,1.1x,7/7,Double Bottom,7900.0,7740.0,9610.0,+2.5%,KOSDAQ,,,,,,,,,,,,
272290,이녹스첨단소재,35900,33314,+7.8%,1.1x,6/7,Double Bottom,27850.0,28650.0,35400.0,+1.4%,KOSDAQ,,,,,,,,,,,,
110990,디아이티,25650,21393,+19.9%,2.8x,6/7,Double Bottom,19000.0,18050.0,24550.0,+4.5%,KOSDAQ,,,,,,,,,,,,
