ticker,name,price,vol_ratio,vs_ma50,pattern,patterns,signal
005930,삼성전자,206000,0.7x,+11.8%,No Supply,No Supply,bullish
000660,SK하이닉스,1027000,0.7x,+11.0%,No Supply,No Supply,bullish
373220,LG에너지솔루션,412000,0.7x,+4.6%,No Supply,No Supply,bullish
028260,삼성물산,302500,0.6x,+1.8%,No Supply,No Supply,bullish
006800,미래에셋증권,66500,0.6x,+8.8%,No Supply,No Supply,bullish
272210,한화시스템,133300,0.7x,+8.0%,No Supply,No Supply,bullish
010140,삼성중공업,28550,0.7x,+1.8%,No Supply,No Supply,bullish
010120,LS ELECTRIC,788000,0.0x,+9.4%,Testing,Testing,bullish
096770,SK이노베이션,122400,0.6x,+4.9%,No Supply,No Supply,bullish
003670,포스코퓨처엠,217500,0.5x,+0.7%,No Supply,No Supply,bullish
034220,LG디스플레이,12660,2.2x,+5.8%,Effort vs Result,Effort vs Result,bullish
450080,에코프로머티,73600,0.5x,+8.8%,No Supply,No Supply,bullish
010060,OCI홀딩스,196300,0.5x,+20.8%,No Supply,No Supply + Testing,bullish
489790,한화비전,72500,0.4x,+0.0%,No Supply,No Supply + Testing,bullish
439260,대한조선,87800,0.5x,+0.9%,No Supply,No Supply,bullish
004170,신세계,341000,0.6x,+2.0%,No Supply,No Supply,bullish
085620,미래에셋생명,16470,0.3x,+20.4%,No Supply,No Supply,bullish
112610,씨에스윈드,67200,0.5x,+25.4%,Testing,Testing,bullish
020150,롯데에너지머티리얼즈,49150,2.6x,+17.9%,Effort vs Result,Effort vs Result,bullish
475150,SK이터닉스,59000,0.3x,+58.6%,Testing,Testing,bullish
462870,시프트업,32850,0.6x,+1.4%,No Supply,No Supply,bullish
001120,LX인터내셔널,47400,0.6x,+6.7%,No Supply,No Supply,bullish
100090,SK오션플랜트,25750,0.2x,+21.7%,No Supply,No Supply + Testing,bullish
004000,롯데정밀화학,51200,0.6x,+3.5%,No Supply,No Supply,bullish
075580,세진중공업,17830,0.6x,+0.0%,No Supply,No Supply,bullish
005880,대한해운,3090,3.5x,+36.4%,Effort vs Result,Effort vs Result,bullish
003030,세아제강지주,232000,0.3x,+39.9%,No Supply,No Supply,bullish
009450,경동나비엔,64300,0.3x,+2.8%,No Supply,No Supply + Testing,bullish
001510,SK증권,1863,0.0x,+13.7%,Testing,Testing,bullish
002020,코오롱,62700,0.4x,+2.2%,No Supply,No Supply,bullish
011930,신성이엔지,3785,2.4x,+53.1%,Effort vs Result,Effort vs Result,bullish
003620,KG모빌리티,3810,2.7x,+2.9%,Effort vs Result,Effort vs Result,bullish
025540,한국단자,75600,0.3x,+0.8%,No Supply,No Supply + Testing,bullish
003000,부광약품,7540,0.2x,+28.9%,No Supply,No Supply + Testing,bullish
005810,풍산홀딩스,46350,2.8x,+15.8%,Effort vs Result,Effort vs Result,bullish
017900,광전자,10530,0.0x,+268.0%,Testing,Testing,bullish
138490,코오롱ENP,15000,0.0x,+18.8%,Testing,Testing,bullish
010820,퍼스텍,11390,5.6x,+68.4%,Effort vs Result,Effort vs Result,bullish
001530,DI동일,25150,3.5x,+14.9%,Effort vs Result,Effort vs Result,bullish
126720,수산인더스트리,28750,0.7x,+6.1%,No Supply,No Supply,bullish
194370,제이에스코퍼레이션,13140,2.2x,+6.2%,Effort vs Result,Effort vs Result,bullish
092230,KPX홀딩스,84100,0.5x,+5.1%,No Supply,No Supply + Testing,bullish
084690,대상홀딩스,9480,2.4x,-1.7%,Effort vs Result,Effort vs Result,bullish
001750,한양증권,25300,0.4x,+4.0%,No Supply,No Supply + Testing,bullish
001340,PKC,6740,0.5x,+1.8%,No Supply,No Supply,bullish
005680,삼영전자,14520,0.3x,+9.7%,No Supply,No Supply,bullish
092220,KEC,1440,0.3x,+16.8%,No Supply,No Supply + Testing,bullish
058430,포스코스틸리온,48000,0.0x,+7.1%,Testing,Testing,bullish
108670,LX하우시스,31100,3.8x,+5.4%,Effort vs Result,Effort vs Result,bullish
02826K,삼성물산우B,186100,0.4x,+0.1%,No Supply,No Supply,bullish
134380,미원화학,118600,0.0x,+7.5%,Testing,Testing,bullish
298690,에어부산,2195,2.4x,+17.2%,Effort vs Result,Effort vs Result,bullish
000390,삼화페인트,9180,0.1x,+0.9%,No Supply,No Supply,bullish
028100,동아지질,18250,0.6x,+3.3%,No Supply,No Supply,bullish
003220,대원제약,10300,1.5x,-5.7%,Stopping Volume,Stopping Volume,bullish
003350,한국화장품제조,48200,2.4x,-0.4%,Effort vs Result,Effort vs Result,bullish
016880,웅진,2675,0.3x,+9.5%,Testing,Testing,bullish
101530,해태제과식품,6710,2.2x,+0.8%,Effort vs Result,Effort vs Result,bullish
006060,화승인더,3520,2.2x,+5.5%,Effort vs Result,Effort vs Result,bullish
