ticker,name,price,vol_ratio,vs_ma50,pattern,patterns,signal
068270,셀트리온,190000,2.4x,+8.4%,Effort vs Result,Effort vs Result,bullish
259960,크래프톤,259000,2.4x,+7.3%,Effort vs Result,Effort vs Result,bullish
090430,아모레퍼시픽,134000,2.7x,+17.1%,Effort vs Result,Effort vs Result,bullish
079160,CJ CGV,5430,4.0x,+19.4%,Effort vs Result,Effort vs Result,bullish
071320,지역난방공사,66200,2.1x,-2.5%,Effort vs Result,Effort vs Result,bullish
016380,KG스틸,5380,2.1x,-2.8%,Effort vs Result,Effort vs Result,bullish
072710,농심홀딩스,87800,1.9x,-2.4%,Stopping Volume,Stopping Volume,bullish
029530,신도리코,39700,2.1x,-4.0%,Effort vs Result,Effort vs Result,bullish
027410,BGF,3850,2.0x,-6.0%,Effort vs Result,Effort vs Result,bullish
011760,현대코퍼레이션,25000,3.3x,+3.6%,Effort vs Result,Effort vs Result,bullish
009160,SIMPAC,4625,1.6x,-2.0%,Stopping Volume,Stopping Volume,bullish
003120,일성아이에스,20350,2.4x,+3.4%,Effort vs Result,Effort vs Result,bullish
286940,롯데이노베이트,17490,3.0x,-6.3%,Effort vs Result,Effort vs Result,bullish
014710,사조씨푸드,10290,2.7x,+26.5%,Effort vs Result,Effort vs Result,bullish
004080,신흥,14040,0.2x,+1.3%,Testing,Testing,bullish
003480,한진중공업홀딩스,4355,1.5x,-9.5%,Stopping Volume,Stopping Volume,bullish
079980,휴비스,1933,4.6x,-4.3%,Effort vs Result,Effort vs Result,bullish
100220,비상교육,5080,1.5x,-3.4%,Stopping Volume,Stopping Volume,bullish
016090,대현,1456,1.9x,-4.3%,Stopping Volume,Stopping Volume,bullish
090080,평화산업,1012,6.3x,+14.4%,Effort vs Result,Effort vs Result,bullish
001210,금호전기,894,0.0x,+15.1%,Testing,Testing,bullish
004770,써니전자,1554,1.6x,-4.7%,Stopping Volume,Stopping Volume,bullish
006370,대구백화점,4910,0.2x,+4.2%,No Supply,No Supply,bullish
092780,DYP,3010,2.0x,-23.2%,Stopping Volume,Stopping Volume,bullish
134790,시디즈,19000,0.1x,+1.8%,Testing,Testing,bullish
012160,영흥,2325,0.2x,+17.3%,No Supply,No Supply,bullish
003680,한성기업,5840,0.3x,+0.2%,No Supply,No Supply,bullish
002870,신풍,996,0.3x,+3.1%,No Supply,No Supply,bullish
009810,플레이그램,2010,2.5x,+5.2%,Effort vs Result,Effort vs Result,bullish
088790,진도,2170,2.5x,-13.2%,Stopping Volume,Stopping Volume,bullish
004870,티웨이홀딩스,960,13.8x,-27.8%,Effort vs Result,Effort vs Result,bullish
019175,신풍제약우,10690,2.4x,-21.7%,Effort vs Result,Effort vs Result,bullish
002360,SH에너지화학,1913,1.6x,-6.4%,Stopping Volume,Stopping Volume,bullish
000040,KR모터스,1195,4.1x,-20.3%,Effort vs Result,Effort vs Result,bullish
243070,휴온스,23750,1.5x,-14.9%,Stopping Volume,Stopping Volume,bullish
054950,제이브이엠,23050,4.9x,+5.3%,Effort vs Result,Effort vs Result,bullish
200130,콜마비앤에이치,8340,3.0x,-8.0%,Effort vs Result,Effort vs Result,bullish
039830,오로라,22000,2.5x,+20.8%,Effort vs Result,Effort vs Result,bullish
036030,케이티알파,4540,2.6x,+0.3%,Effort vs Result,Effort vs Result,bullish
068930,디지털대성,7730,4.1x,+3.1%,Effort vs Result,Effort vs Result,bullish
377450,리파인,11980,2.4x,+19.7%,Effort vs Result,Effort vs Result,bullish
144510,지씨셀,12710,2.2x,-19.3%,Effort vs Result,Effort vs Result,bullish
450950,아스테라시스,5000,2.4x,-30.0%,Effort vs Result,Effort vs Result,bullish
402030,코난테크놀로지,13760,2.9x,+1.6%,Effort vs Result,Effort vs Result,bullish
052710,아모텍,11230,1.9x,-48.0%,Stopping Volume,Stopping Volume,bullish
334970,프레스티지바이오로직스,1790,1.8x,-5.1%,Stopping Volume,Stopping Volume,bullish
126640,화신정공,3730,0.3x,+0.1%,No Supply,No Supply,bullish
246710,티앤알바이오팹,2710,2.3x,+25.7%,Effort vs Result,Effort vs Result,bullish
048870,시너지이노베이션,1445,1.9x,-15.2%,Stopping Volume,Stopping Volume,bullish
372170,윤성에프앤씨,13180,3.3x,-34.3%,Effort vs Result,Effort vs Result,bullish
232680,라온로보틱스,7500,1.9x,-37.8%,Stopping Volume,Stopping Volume,bullish
309960,LB인베스트먼트,3995,2.1x,-9.5%,Effort vs Result,Effort vs Result,bullish
123040,엠에스오토텍,1418,2.7x,-18.8%,Effort vs Result,Effort vs Result,bullish
100130,동국S&C,1427,3.4x,-11.9%,Effort vs Result,Effort vs Result,bullish
037760,쎄니트,2385,2.7x,-1.5%,Stopping Volume,Stopping Volume,bullish
044990,에이치엔에스하이텍,10250,3.3x,-17.7%,Effort vs Result,Effort vs Result,bullish
