ticker,name,price,vol_ratio,vs_ma50,pattern,patterns,signal
068270,셀트리온,182200,0.6x,+3.7%,No Supply,No Supply,bullish
003230,삼양식품,1151000,0.7x,+0.3%,No Supply,No Supply,bullish
082740,한화엔진,38000,1.5x,-28.2%,Stopping Volume,Stopping Volume,bullish
030000,제일기획,18950,0.7x,+0.6%,No Supply,No Supply,bullish
082640,동양생명,8200,0.4x,+7.3%,No Supply,No Supply,bullish
451800,한화리츠,5040,0.5x,+5.6%,No Supply,No Supply + Testing,bullish
006120,SK디스커버리,50600,0.7x,+3.2%,No Supply,No Supply,bullish
001530,DI동일,23550,0.3x,+0.6%,No Supply,No Supply + Testing,bullish
417310,코람코더원리츠,10660,0.4x,+5.4%,No Supply,No Supply + Testing,bullish
105630,한세실업,9000,0.5x,+1.8%,No Supply,No Supply + Testing,bullish
126560,현대퓨처넷,3185,4.6x,+7.3%,Effort vs Result,Effort vs Result,bullish
002990,금호건설,8980,0.5x,+14.6%,Testing,Testing,bullish
026890,스틱인베스트먼트,7660,0.7x,+3.3%,No Supply,No Supply,bullish
108670,LX하우시스,32150,1.7x,-1.4%,Stopping Volume,Stopping Volume,bullish
010955,S-Oil우,59300,0.6x,+1.1%,No Supply,No Supply,bullish
016450,한세예스24홀딩스,4335,0.4x,+0.8%,Testing,Testing,bullish
097955,CJ제일제당 우,124400,0.5x,+1.6%,No Supply,No Supply + Testing,bullish
004970,신라교역,9290,0.2x,+1.6%,No Supply,No Supply,bullish
004080,신흥,14050,0.4x,+1.4%,Testing,Testing,bullish
020120,키다리스튜디오,3450,0.7x,+2.1%,No Supply,No Supply,bullish
007540,샘표,43300,0.2x,+0.7%,No Supply,No Supply + Testing,bullish
227840,현대코퍼레이션홀딩스,12310,0.3x,+2.5%,No Supply,No Supply + Testing,bullish
016740,두올,3245,1.6x,-18.1%,Stopping Volume,Stopping Volume,bullish
002220,한일철강,3405,2.6x,-23.3%,Effort vs Result,Effort vs Result,bullish
013700,까뮤이앤씨,1419,0.1x,+11.3%,No Supply,No Supply,bullish
006090,사조오양,8330,0.3x,+3.1%,Testing,Testing,bullish
009770,삼정펄프,27000,0.2x,+0.5%,No Supply,No Supply,bullish
