ticker,name,price,ma50,vs_ma50,vol_ratio,trend_score,pattern,bottom1,bottom2,neckline,dist_from_neckline,market,range1,range2,range3,contraction,vol_contraction,pivot_price,distance,vol_dryup
009150,삼성전기,1489000,1333940,+11.6%,1.5x,6/7,Double Bottom,1316000.0,1322000.0,1458000.0,+2.1%,KOSPI,,,,,,,,
105560,KB금융,176200,172022,+2.4%,0.6x,7/7,Double Bottom,160100.0,160000.0,175800.0,+0.2%,KOSPI,,,,,,,,
086790,하나금융지주,135800,132450,+2.5%,0.7x,7/7,VCP,,,,,KOSPI,26.2%,13.4%,8.3%,32% of initial,True,,,
066570,LG전자,215000,191006,+12.6%,2.3x,6/7,Double Bottom,194500.0,194900.0,216500.0,-0.7%,KOSPI,,,,,,,,
033780,KT&G,176300,176046,+0.1%,1.7x,6/7,Double Bottom,171900.0,168400.0,178100.0,-1.0%,KOSPI,,,,,,,,
175330,JB금융지주,30650,28748,+6.6%,0.9x,7/7,Double Bottom,25550.0,26400.0,29350.0,+4.4%,KOSPI,,,,,,,,
007340,DN오토모티브,49450,45021,+9.8%,1.4x,6/7,Double Bottom,44200.0,43500.0,48550.0,+1.9%,KOSPI,,,,,,,,
092870,엑시콘,38000,22267,+70.6%,0.8x,6/7,Pivot Setup,,,,,KOSDAQ,,,,,,38550.0,-1.4%,0.8x avg
094860,네오리진,1406,1372,+2.4%,0.8x,6/7,Double Bottom,1200.0,1226.0,1352.0,+4.0%,KOSDAQ,,,,,,,,
