ticker,name,price,vol_ratio,vs_ma50,pattern,patterns,signal
034020,두산에너빌리티,87900,2.2x,+14.4%,Effort vs Result,Effort vs Result,bullish
012450,한화에어로스페이스,1039000,0.7x,+0.6%,No Supply,No Supply,bullish
010130,고려아연,1224000,0.5x,+8.3%,No Supply,No Supply,bullish
096770,SK이노베이션,137900,0.5x,+19.1%,No Supply,No Supply,bullish
003670,포스코퓨처엠,182600,0.5x,+15.1%,No Supply,No Supply + Testing,bullish
005830,DB손해보험,192400,0.7x,+16.4%,No Supply,No Supply,bullish
047050,포스코인터내셔널,54700,0.1x,+4.4%,No Supply,No Supply,bullish
377300,카카오페이,46750,0.4x,+10.0%,No Supply,No Supply + Testing,bullish
000100,유한양행,80700,0.6x,+6.4%,No Supply,No Supply,bullish
052690,한전기술,122300,2.4x,+21.4%,Effort vs Result,Effort vs Result,bullish
000990,DB하이텍,100800,2.3x,-1.0%,Effort vs Result,Effort vs Result,bullish
001450,현대해상,51000,0.4x,+21.5%,Testing,Testing,bullish
161890,한국콜마,144300,0.6x,+21.6%,No Supply,No Supply,bullish
011780,금호석유화학,126000,0.6x,+4.4%,No Supply,No Supply,bullish
192820,코스맥스,274000,0.5x,+28.3%,No Supply,No Supply + Testing,bullish
085620,미래에셋생명,19860,0.4x,+2.8%,No Supply,No Supply + Testing,bullish
007340,DN오토모티브,45500,0.3x,+6.2%,No Supply,No Supply,bullish
004990,롯데지주,24850,0.7x,+6.3%,No Supply,No Supply,bullish
181710,NHN,70800,0.4x,+43.1%,No Supply,No Supply + Testing,bullish
322000,HD현대에너지솔루션,137500,0.5x,+8.0%,No Supply,No Supply,bullish
294870,IPARK현대산업개발,23150,0.7x,+12.3%,No Supply,No Supply,bullish
298020,효성티앤씨,348000,0.5x,+11.8%,No Supply,No Supply,bullish
006280,녹십자,127300,0.6x,+2.8%,No Supply,No Supply,bullish
330590,롯데리츠,3885,0.7x,+5.0%,No Supply,No Supply,bullish
000080,하이트진로,15500,0.6x,+1.9%,No Supply,No Supply,bullish
192400,쿠쿠홀딩스,27650,0.4x,+4.5%,No Supply,No Supply + Testing,bullish
051915,LG화학우,127400,0.5x,+2.9%,No Supply,No Supply + Testing,bullish
000370,한화손해보험,8270,0.6x,+27.6%,No Supply,No Supply,bullish
030190,NICE평가정보,16320,0.5x,+10.8%,Testing,Testing,bullish
285130,SK케미칼,54800,0.6x,+24.2%,No Supply,No Supply,bullish
079160,CJ CGV,5400,0.2x,+9.0%,Testing,Testing,bullish
071320,지역난방공사,75700,0.5x,+9.6%,Testing,Testing,bullish
005090,SGC에너지,54100,0.5x,+10.0%,No Supply,No Supply,bullish
100840,SNT에너지,37600,4.3x,+36.1%,Effort vs Result,Effort vs Result,bullish
298050,HS효성첨단소재,172000,0.3x,+5.5%,No Supply,No Supply + Testing,bullish
000670,영풍,39450,0.6x,+5.0%,No Supply,No Supply,bullish
005880,대한해운,2115,0.6x,+8.8%,No Supply,No Supply,bullish
094800,맵스리얼티,7200,1.8x,+12.8%,Stopping Volume,Stopping Volume,bullish
317450,명인제약,44550,0.3x,+1.4%,No Supply,No Supply + Testing,bullish
293940,신한알파리츠,5340,0.4x,+1.3%,No Supply,No Supply + Testing,bullish
001060,JW중외제약,27200,0.3x,+6.4%,No Supply,No Supply + Testing,bullish
014820,동원시스템즈,21800,0.4x,+5.8%,No Supply,No Supply + Testing,bullish
002990,금호건설,16110,0.2x,+27.9%,No Supply,No Supply + Testing,bullish
005810,풍산홀딩스,37700,0.6x,+5.4%,No Supply,No Supply,bullish
001270,부국증권,52100,2.4x,-4.6%,Stopping Volume,Stopping Volume,bullish
460860,동국제강,10490,0.3x,+13.4%,No Supply,No Supply + Testing,bullish
019170,신풍제약,9820,0.4x,+15.5%,No Supply,No Supply + Testing,bullish
161000,애경케미칼,10550,0.4x,+12.3%,No Supply,No Supply + Testing,bullish
001500,현대차증권,8200,2.5x,+3.0%,Effort vs Result,Effort vs Result,bullish
377740,바이오노트,4780,0.6x,+2.0%,No Supply,No Supply,bullish
034310,NICE,12540,0.2x,+0.9%,No Supply,No Supply,bullish
014830,유니드,64600,0.6x,+3.0%,No Supply,No Supply,bullish
016590,신대양제지,10410,0.5x,+5.7%,No Supply,No Supply,bullish
003280,흥아해운,1739,0.4x,+1.2%,No Supply,No Supply,bullish
092230,KPX홀딩스,98000,0.3x,+9.9%,No Supply,No Supply + Testing,bullish
317400,자이에스앤디,10620,0.6x,+40.7%,No Supply,No Supply,bullish
017900,광전자,7090,0.3x,+5.4%,No Supply,No Supply + Testing,bullish
008730,율촌화학,16110,0.5x,+9.8%,No Supply,No Supply + Testing,bullish
344820,KCC글라스,24950,0.5x,+6.0%,No Supply,No Supply,bullish
005420,코스모화학,10360,0.6x,+3.5%,No Supply,No Supply,bullish
006220,제주은행,10010,0.2x,+5.5%,No Supply,No Supply + Testing,bullish
105630,한세실업,9140,0.3x,+1.4%,No Supply,No Supply + Testing,bullish
006405,삼성SDI우,219500,0.7x,+9.8%,No Supply,No Supply,bullish
012030,DB,1672,3.4x,+9.6%,Effort vs Result,Effort vs Result,bullish
097520,엠씨넥스,19050,0.5x,+0.0%,No Supply,No Supply,bullish
009290,광동제약,6280,0.6x,+2.5%,No Supply,No Supply,bullish
200880,서연이화,11550,0.4x,+1.0%,No Supply,No Supply + Testing,bullish
025860,남해화학,6250,0.4x,+6.6%,No Supply,No Supply + Testing,bullish
096760,JW홀딩스,4180,0.3x,+7.1%,Testing,Testing,bullish
018250,애경산업,11660,0.2x,+1.8%,No Supply,No Supply + Testing,bullish
001390,KG케미칼,4515,0.4x,+5.7%,No Supply,No Supply + Testing,bullish
033270,유나이티드제약,18230,0.7x,+2.7%,No Supply,No Supply,bullish
003120,일성아이에스,20550,0.2x,+1.6%,Testing,Testing,bullish
404990,신한서부티엔디리츠,3900,0.5x,+1.0%,No Supply,No Supply,bullish
003070,코오롱글로벌,9370,0.2x,+0.2%,Testing,Testing,bullish
025000,KPX케미칼,54300,0.6x,+6.4%,No Supply,No Supply,bullish
000490,대동,8130,0.2x,+12.2%,No Supply,No Supply,bullish
044450,KSS해운,10190,0.4x,+3.8%,No Supply,No Supply,bullish
475560,더본코리아,15430,0.2x,+2.8%,No Supply,No Supply + Testing,bullish
226320,잇츠한불,10400,0.2x,+3.0%,No Supply,No Supply + Testing,bullish
134380,미원화학,10290,0.2x,+0.0%,Testing,Testing,bullish
092200,디아이씨,5810,0.2x,+13.9%,No Supply,No Supply + Testing,bullish
034120,SBS,12120,0.5x,+1.8%,No Supply,No Supply,bullish
011500,한농화성,13300,0.5x,+3.9%,No Supply,No Supply + Testing,bullish
100250,진양홀딩스,3175,0.3x,+4.5%,Testing,Testing,bullish
088260,이리츠코크렙,3190,0.7x,+0.0%,No Supply,No Supply,bullish
013580,계룡건설,22000,0.5x,+6.2%,No Supply,No Supply + Testing,bullish
010580,에스엠벡셀,1696,0.3x,+7.0%,No Supply,No Supply + Testing,bullish
033530,SJG세종,6890,0.7x,+6.7%,No Supply,No Supply,bullish
002100,경농,9330,0.2x,+1.6%,Testing,Testing,bullish
016450,한세예스24홀딩스,4435,0.5x,+1.4%,No Supply,No Supply + Testing,bullish
000700,유수홀딩스,6570,0.4x,+6.9%,No Supply,No Supply + Testing,bullish
460850,동국씨엠,5250,0.5x,+4.6%,No Supply,No Supply,bullish
00279K,아모레퍼시픽홀딩스3우C,21400,0.1x,+2.2%,Testing,Testing,bullish
107590,미원홀딩스,64000,1.8x,+14.4%,Stopping Volume,Stopping Volume,bullish
025820,이구산업,4265,0.3x,+2.6%,No Supply,No Supply + Testing,bullish
003480,한진중공업홀딩스,4740,0.2x,+1.5%,Testing,Testing,bullish
015890,태경산업,4775,0.2x,+2.3%,No Supply,No Supply + Testing,bullish
024090,디씨엠,11640,0.1x,+4.7%,No Supply,No Supply + Testing,bullish
267290,경동도시가스,22100,0.4x,+8.1%,Testing,Testing,bullish
009270,신원,1130,0.3x,+6.6%,No Supply,No Supply,bullish
089470,HDC현대EP,3895,0.4x,+1.3%,No Supply,No Supply + Testing,bullish
078000,텔코웨어,13410,0.1x,+4.2%,Testing,Testing,bullish
018470,조일알미늄,973,0.0x,+0.2%,Testing,Testing,bullish
017550,수산세보틱스,1875,0.5x,+6.5%,No Supply,No Supply + Testing,bullish
083420,그린케미칼,4770,0.2x,+2.7%,No Supply,No Supply,bullish
014530,극동유화,3240,0.1x,+2.1%,No Supply,No Supply + Testing,bullish
078935,GS우,62700,0.5x,+7.6%,No Supply,No Supply,bullish
004250,NPC,2980,0.4x,+0.6%,No Supply,No Supply,bullish
001290,상상인증권,1010,0.0x,+17.7%,Testing,Testing,bullish
016740,두올,3710,0.5x,+6.5%,No Supply,No Supply,bullish
035000,HS애드,6560,0.4x,+1.1%,No Supply,No Supply + Testing,bullish
021820,세원정공,10630,0.2x,+4.2%,No Supply,No Supply + Testing,bullish
027970,한국제지,2755,2.7x,+1.8%,Effort vs Result,Effort vs Result,bullish
013700,까뮤이앤씨,1662,0.2x,+12.1%,No Supply,No Supply + Testing,bullish
067830,세이브존I&C,2400,0.4x,+3.0%,Testing,Testing,bullish
