ticker,name,price,vol_ratio,vs_ma50,pattern,patterns,signal
012510,더존비즈온,120000,0.0x,+0.0%,Testing,Testing,bullish
089860,롯데렌탈,34200,2.1x,+10.0%,Effort vs Result,Effort vs Result,bullish
057050,현대홈쇼핑,87300,0.0x,+4.7%,Testing,Testing,bullish
000400,롯데손해보험,2275,2.1x,+12.6%,Effort vs Result,Effort vs Result,bullish
037710,광주신세계,43850,0.4x,+13.3%,No Supply,No Supply,bullish
001790,대한제당,2840,0.7x,+10.2%,No Supply,No Supply,bullish
025560,미래산업,41750,0.0x,+19.4%,Testing,Testing,bullish
004080,신흥,13950,0.2x,+0.9%,Testing,Testing,bullish
010960,삼호개발,3855,0.3x,+8.3%,No Supply,No Supply,bullish
069730,DSR제강,5520,0.4x,+4.0%,Testing,Testing,bullish
163560,동일고무벨트,5550,3.5x,-13.3%,Stopping Volume,Stopping Volume,bullish
011230,삼화전자,3135,0.2x,+13.1%,No Supply,No Supply,bullish
085310,엔케이,7730,1.6x,-23.9%,Stopping Volume,Stopping Volume,bullish
075180,새론오토모티브,2925,0.4x,+0.2%,No Supply,No Supply,bullish
446070,유니드비티플러스,3290,0.2x,+17.1%,No Supply,No Supply + Testing,bullish
023150,MH에탄올,4550,0.4x,+8.7%,No Supply,No Supply + Testing,bullish
002690,동일제강,1535,0.2x,+2.9%,No Supply,No Supply,bullish
071950,코아스,2220,4.2x,+17.7%,Effort vs Result,Effort vs Result,bullish
011090,에넥스,1255,5.7x,-17.4%,Effort vs Result,Effort vs Result,bullish
019210,와이지-원,21300,0.7x,+17.1%,No Supply,No Supply,bullish
122640,예스티,30500,0.4x,+3.4%,No Supply,No Supply,bullish
093320,케이아이엔엑스,128600,0.6x,+11.4%,No Supply,No Supply,bullish
017890,한국알콜,14040,3.1x,+13.7%,Effort vs Result,Effort vs Result,bullish
037070,파세코,8760,5.9x,+21.6%,Effort vs Result,Effort vs Result,bullish
040350,크레오에스지,8300,0.4x,+21.2%,No Supply,No Supply,bullish
048550,SM C&C,1494,0.3x,+24.4%,No Supply,No Supply,bullish
126640,화신정공,3820,0.2x,+19.5%,No Supply,No Supply,bullish
090850,현대이지웰,5900,2.3x,+7.6%,Effort vs Result,Effort vs Result,bullish
039340,한국경제TV,4780,2.7x,+0.7%,Stopping Volume,Stopping Volume,bullish
362320,청담글로벌,4615,0.6x,+4.0%,No Supply,No Supply,bullish
419050,삼기에너지솔루션즈,1595,0.4x,+1.0%,No Supply,No Supply,bullish
111710,남화산업,4030,0.1x,+0.1%,No Supply,No Supply,bullish
044340,위닉스,4445,5.1x,+6.3%,Effort vs Result,Effort vs Result,bullish
900260,로스웰,1653,0.1x,+2.0%,No Supply,No Supply,bullish
049080,기가레인,7760,9.3x,-35.8%,Effort vs Result,Effort vs Result,bullish
331380,포커스에이아이,1722,3.4x,-7.4%,Effort vs Result,Effort vs Result,bullish
376290,씨유테크,2635,0.2x,+2.1%,No Supply,No Supply,bullish
178780,일월지엠엘,2395,0.2x,+0.2%,No Supply,No Supply + Testing,bullish
276730,한울앤제주,18540,0.4x,+19.6%,No Supply,No Supply,bullish
388610,지에프씨생명과학,5570,2.0x,-18.5%,Effort vs Result,Effort vs Result,bullish
197140,디지캡,2135,0.5x,+8.8%,No Supply,No Supply + Testing,bullish
068100,케이웨더,2265,6.0x,-3.0%,Effort vs Result,Effort vs Result,bullish
267790,배럴,3395,0.4x,+0.9%,No Supply,No Supply + Testing,bullish
038880,아이에이,3430,3.6x,-8.5%,Effort vs Result,Effort vs Result,bullish
076080,웰크론한텍,1001,0.4x,+7.1%,Testing,Testing,bullish
014100,메디앙스,1744,0.3x,+7.1%,No Supply,No Supply + Testing,bullish
154030,아시아종묘,1620,2.8x,-6.8%,Effort vs Result,Effort vs Result,bullish
361670,삼영에스앤씨,3430,0.5x,+18.9%,No Supply,No Supply,bullish
054220,비츠로시스,1446,2.2x,-24.2%,Stopping Volume,Stopping Volume,bullish
191410,육일씨엔에쓰,1588,6.0x,-2.7%,Effort vs Result,Effort vs Result,bullish
084440,유비온,889,3.7x,-13.1%,Stopping Volume,Stopping Volume,bullish
477380,미래에셋비전스팩4호,2065,0.3x,+0.2%,Testing,Testing,bullish
0101C0,하나36호스팩,1998,0.1x,+0.0%,No Supply,No Supply + Testing,bullish
060480,국일신동,1386,1.8x,-12.7%,Stopping Volume,Stopping Volume,bullish
0099W0,미래에셋비전스팩11호,1998,1.5x,-0.0%,Stopping Volume,Stopping Volume,bullish
0099X0,IBKS제25호스팩,2180,0.0x,+1.7%,Testing,Testing,bullish
0088D0,메리츠제1호스팩,2125,3.0x,-1.5%,Stopping Volume,Stopping Volume,bullish
0041L0,하나35호스팩,2015,0.1x,+0.4%,Testing,Testing,bullish
469900,하나31호스팩,2075,1.5x,+0.3%,Stopping Volume,Stopping Volume,bullish
477470,미래에셋비전스팩5호,2090,0.1x,+0.4%,Testing,Testing,bullish
0105P0,유진스팩12호,2005,0.5x,+0.2%,Testing,Testing,bullish
474660,신한제12호스팩,2055,0.4x,+0.0%,Testing,Testing,bullish
466690,키움히어로제1호스팩,2010,0.3x,+0.1%,Testing,Testing,bullish
484130,하나34호스팩,2040,0.1x,+0.1%,No Supply,No Supply + Testing,bullish
035290,골드앤에스,1447,6.9x,-48.4%,Stopping Volume,Stopping Volume,bullish
025870,신라에스지,1722,2.9x,-44.5%,Stopping Volume,Stopping Volume,bullish
