ticker,name,price,vol_ratio,vs_ma50,pattern,patterns,signal
017670,SK텔레콤,96800,0.6x,+15.2%,No Supply,No Supply,bullish
079550,LIG디펜스앤에어로스페이스,933000,0.5x,+25.2%,No Supply,No Supply + Testing,bullish
052690,한전기술,191900,0.7x,+15.1%,No Supply,No Supply,bullish
012510,더존비즈온,120000,3.2x,+2.8%,Stopping Volume,Stopping Volume,bullish
112610,씨에스윈드,72700,0.5x,+21.6%,No Supply,No Supply,bullish
028670,팬오션,5580,0.5x,+5.7%,No Supply,No Supply,bullish
097230,HJ중공업,30300,0.6x,+17.0%,No Supply,No Supply,bullish
008770,호텔신라,69400,2.2x,+45.7%,Effort vs Result,Effort vs Result,bullish
192820,코스맥스,221000,0.6x,+14.9%,No Supply,No Supply,bullish
007810,코리아써키트,96000,0.4x,+37.5%,No Supply,No Supply,bullish
462870,시프트업,34800,0.5x,+7.6%,No Supply,No Supply + Testing,bullish
093370,후성,14010,0.6x,+56.0%,No Supply,No Supply,bullish
100090,SK오션플랜트,23450,0.2x,+4.5%,No Supply,No Supply + Testing,bullish
181710,NHN,41200,0.4x,+6.5%,No Supply,No Supply + Testing,bullish
003240,태광산업,1202000,0.6x,+0.4%,No Supply,No Supply,bullish
005690,파미셀,19800,2.2x,+19.7%,Effort vs Result,Effort vs Result,bullish
100840,SNT에너지,57300,0.5x,+15.5%,Testing,Testing,bullish
003030,세아제강지주,250000,2.1x,+34.4%,Effort vs Result,Effort vs Result,bullish
009155,삼성전기우,345500,2.2x,+75.1%,Effort vs Result,Effort vs Result,bullish
079900,전진건설로봇,66500,0.3x,+12.2%,No Supply,No Supply + Testing,bullish
005880,대한해운,2685,0.3x,+10.7%,Testing,Testing,bullish
002020,코오롱,66000,2.1x,+8.1%,Effort vs Result,Effort vs Result,bullish
011930,신성이엔지,3995,0.0x,+35.3%,Testing,Testing,bullish
003280,흥아해운,3025,0.2x,+4.2%,No Supply,No Supply,bullish
217590,티엠씨,29350,0.4x,+39.0%,No Supply,No Supply,bullish
010820,퍼스텍,13850,0.3x,+54.1%,No Supply,No Supply,bullish
005810,풍산홀딩스,46750,0.3x,+13.1%,Testing,Testing,bullish
019170,신풍제약,11780,0.3x,+4.3%,No Supply,No Supply,bullish
268280,미원에스씨,121700,1.7x,-3.8%,Stopping Volume,Stopping Volume,bullish
002710,TCC스틸,22600,6.3x,+48.6%,Effort vs Result,Effort vs Result,bullish
092790,넥스틸,21600,2.5x,+61.9%,Effort vs Result,Effort vs Result,bullish
105840,우진,27800,0.7x,+9.4%,No Supply,No Supply,bullish
058430,포스코스틸리온,9130,9.9x,+91.0%,Effort vs Result,Effort vs Result,bullish
005945,NH투자증권우,28050,0.6x,+7.5%,No Supply,No Supply,bullish
453340,현대그린푸드,16240,0.4x,+1.6%,No Supply,No Supply,bullish
306200,세아제강,183000,3.7x,+30.9%,Effort vs Result,Effort vs Result,bullish
025860,남해화학,9180,0.2x,+11.5%,No Supply,No Supply,bullish
183190,아세아시멘트,12010,0.5x,+1.1%,Testing,Testing,bullish
417310,코람코더원리츠,10430,0.6x,+8.8%,No Supply,No Supply,bullish
104700,한국철강,11440,6.3x,+18.7%,Effort vs Result,Effort vs Result,bullish
018250,애경산업,15340,0.6x,+2.9%,No Supply,No Supply,bullish
126560,현대퓨처넷,3465,0.6x,+3.3%,No Supply,No Supply,bullish
003720,삼영,11120,0.6x,+39.3%,No Supply,No Supply,bullish
092230,KPX홀딩스,89300,0.5x,+7.9%,No Supply,No Supply + Testing,bullish
092220,KEC,1838,0.0x,+29.9%,Testing,Testing,bullish
001230,동국홀딩스,11400,0.0x,+12.2%,Testing,Testing,bullish
004430,송원산업,14560,13.7x,+54.2%,Effort vs Result,Effort vs Result,bullish
001780,알루코,3445,4.3x,+45.6%,Effort vs Result,Effort vs Result,bullish
053690,한미글로벌,28250,0.4x,+12.0%,No Supply,No Supply + Testing,bullish
003120,일성아이에스,23250,1.7x,-1.5%,Stopping Volume,Stopping Volume,bullish
