ticker,name,price,ma50,vs_ma50,vol_ratio,trend_score,pattern,bottom1,bottom2,neckline,dist_from_neckline,market,pivot_price,distance,vol_dryup,box_high,box_range,breakout,pivot_dryup,range1,range2,range3,contraction,vol_contraction
105560,KB금융,157400,154804,+1.7%,0.8x,7/7,Double Bottom,137700.0,141900.0,155700.0,+1.1%,KOSPI,,,,,,,,,,,,
055550,신한지주,99700,95742,+4.1%,1.1x,7/7,Double Bottom,88500.0,87700.0,97900.0,+1.8%,KOSPI,,,,,,,,,,,,
042660,한화오션,133500,129490,+3.1%,1.2x,7/7,Double Bottom,118200.0,120100.0,128000.0,+4.3%,KOSPI,,,,,,,,,,,,
006800,미래에셋증권,68700,66403,+3.5%,1.2x,7/7,Double Bottom,61100.0,61500.0,67300.0,+2.1%,KOSPI,,,,,,,,,,,,
316140,우리금융지주,33200,34503,-3.8%,3.1x,6/7,Double Bottom,31700.0,31850.0,33600.0,-1.2%,KOSPI,,,,,,,,,,,,
096770,SK이노베이션,130400,120692,+8.0%,1.2x,7/7,Double Bottom,109000.0,105600.0,126500.0,+3.1%,KOSPI,,,,,,,,,,,,
278470,에이피알,449000,341920,+31.3%,0.5x,7/7,Pivot Setup,,,,,KOSPI,457000.0,-1.8%,0.7x avg,,,,,,,,,
010950,S-Oil,115400,115152,+0.2%,0.9x,7/7,Double Bottom,105400.0,105300.0,113300.0,+1.9%,KOSPI,,,,,,,,,,,,
005940,NH투자증권,35250,33404,+5.5%,0.9x,7/7,Double Bottom,28800.0,29600.0,35600.0,-1.0%,KOSPI,,,,,,,,,,,,
028050,삼성E&A,54300,39499,+37.5%,0.7x,7/7,Pivot Setup,,,,,KOSPI,54500.0,-0.4%,0.7x avg,,,,,,,,,
090430,아모레퍼시픽,150800,138564,+8.8%,2.4x,6/7,Double Bottom + Flat Base Breakout,125400.0,127700.0,144400.0,+4.4%,KOSPI,,,,144500.0,13.7%,+4.4%,False,,,,,
062040,산일전기,231500,160438,+44.3%,0.6x,7/7,Pivot Setup,,,,,KOSPI,230000.0,+0.7%,0.7x avg,,,,,,,,,
271560,오리온,141400,133094,+6.2%,0.7x,7/7,Double Bottom,123600.0,127000.0,137800.0,+2.6%,KOSPI,,,,,,,,,,,,
028670,팬오션,5560,5264,+5.6%,0.6x,7/7,Double Bottom,5000.0,4820.0,5330.0,+4.3%,KOSPI,,,,,,,,,,,,
007810,코리아써키트,98200,68996,+42.3%,0.6x,7/7,Pivot Setup,,,,,KOSPI,99500.0,-1.3%,0.8x avg,,,,,,,,,
002790,아모레퍼시픽홀딩스,30650,28799,+6.4%,2.8x,6/7,Double Bottom + Flat Base Breakout,25500.0,26650.0,29350.0,+4.4%,KOSPI,,,,30150.0,13.6%,+1.7%,False,,,,,
395400,SK리츠,7090,6178,+14.7%,1.8x,7/7,Flat Base Breakout,,,,,KOSPI,,,,6960.0,13.4%,+1.9%,False,,,,,
001120,LX인터내셔널,54900,46960,+16.9%,0.5x,7/7,Pivot Setup,,,,,KOSPI,55000.0,-0.2%,0.6x avg,,,,,,,,,
007070,GS리테일,24000,21520,+11.5%,1.2x,7/7,Pivot Setup,,,,,KOSPI,24000.0,+0.0%,0.8x avg,,,,,,,,,
003530,한화투자증권,7990,7425,+7.6%,3.1x,7/7,Double Bottom,6290.0,6450.0,7920.0,+0.9%,KOSPI,,,,,,,,,,,,
001740,SK네트웍스,5640,5387,+4.7%,0.8x,7/7,Double Bottom,5000.0,4920.0,5600.0,+0.7%,KOSPI,,,,,,,,,,,,
003850,보령,9980,9640,+3.5%,0.8x,6/7,Double Bottom,8750.0,9000.0,9660.0,+3.3%,KOSPI,,,,,,,,,,,,
178920,PI첨단소재,25950,21968,+18.1%,0.5x,7/7,Pivot Setup,,,,,KOSPI,26450.0,-1.9%,0.7x avg,,,,,,,,,
002350,넥센타이어,7730,7790,-0.8%,1.1x,6/7,Double Bottom,7080.0,6990.0,7640.0,+1.2%,KOSPI,,,,,,,,,,,,
293940,신한알파리츠,6200,5863,+5.7%,1.4x,6/7,Double Bottom,5460.0,5640.0,5910.0,+4.9%,KOSPI,,,,,,,,,,,,
001500,현대차증권,11480,11181,+2.7%,1.9x,6/7,Double Bottom,10280.0,9830.0,11600.0,-1.0%,KOSPI,,,,,,,,,,,,
357120,코람코라이프인프라리츠,4920,4610,+6.7%,1.9x,6/7,Flat Base Breakout,,,,,KOSPI,,,,4870.0,10.2%,+1.0%,False,,,,,
011500,한농화성,24850,22596,+10.0%,0.6x,7/7,Double Bottom,19550.0,19350.0,23950.0,+3.8%,KOSPI,,,,,,,,,,,,
096760,JW홀딩스,4390,4167,+5.3%,1.3x,6/7,Double Bottom,3670.0,3845.0,4425.0,-0.8%,KOSPI,,,,,,,,,,,,
004560,현대비앤지스틸,17750,17026,+4.3%,6.4x,6/7,Flat Base Breakout,,,,,KOSPI,,,,16670.0,13.2%,+6.5%,False,,,,,
013580,계룡건설,29400,26922,+9.2%,0.4x,7/7,Double Bottom,24200.0,24600.0,29400.0,+0.0%,KOSPI,,,,,,,,,,,,
095570,AJ네트웍스,5240,5120,+2.3%,1.9x,7/7,VCP,,,,,KOSPI,,,,,,,,17.2%,13.5%,4.9%,28% of initial,True
003610,방림,5550,5439,+2.0%,0.6x,6/7,Pivot Setup,,,,,KOSPI,5660.0,-1.9%,0.7x avg,,,,,,,,,
003460,유화증권,3585,3566,+0.5%,2.1x,6/7,Flat Base Breakout,,,,,KOSPI,,,,3550.0,10.9%,+1.0%,True,,,,,
016740,두올,5050,4603,+9.7%,4.7x,7/7,Flat Base Breakout,,,,,KOSPI,,,,4940.0,12.3%,+2.2%,False,,,,,
009180,한솔로지스틱스,3320,3019,+10.0%,2.4x,6/7,Flat Base Breakout,,,,,KOSPI,,,,3285.0,14.9%,+1.1%,True,,,,,
031820,아이티센씨티에스,753,743,+1.3%,0.0x,6/7,Double Bottom,691.0,681.0,754.0,-0.1%,KOSPI,,,,,,,,,,,,
012280,영화금속,1069,1049,+1.9%,0.7x,7/7,Double Bottom,1011.0,1001.0,1086.0,-1.6%,KOSPI,,,,,,,,,,,,
005320,온타이드,588,523,+12.4%,18.5x,6/7,Flat Base Breakout,,,,,KOSPI,,,,572.0,14.4%,+2.8%,False,,,,,
237690,에스티팜,167500,148956,+12.4%,3.5x,6/7,Flat Base Breakout,,,,,KOSDAQ,,,,155100.0,14.8%,+8.0%,False,,,,,
058610,에스피지,132900,121372,+9.5%,3.6x,6/7,Double Bottom,108400.0,103500.0,135000.0,-1.6%,KOSDAQ,,,,,,,,,,,,
195940,HK이노엔,54500,51479,+5.9%,2.3x,6/7,Double Bottom + Flat Base Breakout,45550.0,46800.0,53100.0,+2.6%,KOSDAQ,,,,53600.0,14.9%,+1.7%,True,,,,,
006730,서부T&D,14860,14534,+2.2%,2.5x,6/7,Flat Base Breakout,,,,,KOSDAQ,,,,14340.0,12.8%,+3.6%,True,,,,,
041960,코미팜,10040,8682,+15.6%,1.0x,7/7,Double Bottom,7900.0,7740.0,9610.0,+4.5%,KOSDAQ,,,,,,,,,,,,
060280,큐렉소,17290,15884,+8.8%,2.6x,6/7,Double Bottom,14140.0,14280.0,17460.0,-1.0%,KOSDAQ,,,,,,,,,,,,
272290,이녹스첨단소재,35400,33236,+6.5%,0.8x,7/7,Double Bottom,27850.0,28650.0,35400.0,+0.0%,KOSDAQ,,,,,,,,,,,,
354320,알멕,95000,62821,+51.2%,0.9x,7/7,Pivot Setup,,,,,KOSDAQ,93400.0,+1.7%,0.7x avg,,,,,,,,,
119850,지엔씨에너지,36100,34993,+3.2%,2.1x,6/7,Double Bottom,31150.0,29650.0,37050.0,-2.6%,KOSDAQ,,,,,,,,,,,,
039440,에스티아이,37800,33282,+13.6%,1.5x,6/7,Double Bottom,29250.0,28450.0,36800.0,+2.7%,KOSDAQ,,,,,,,,,,,,
298830,슈어소프트테크,7820,7410,+5.5%,2.7x,7/7,Double Bottom,6300.0,6520.0,7580.0,+3.2%,KOSDAQ,,,,,,,,,,,,
160980,싸이맥스,32550,24570,+32.5%,0.7x,7/7,Pivot Setup,,,,,KOSDAQ,32950.0,-1.2%,0.8x avg,,,,,,,,,
067390,아스트,807,779,+3.5%,1.0x,7/7,Double Bottom,733.0,702.0,807.0,+0.0%,KOSDAQ,,,,,,,,,,,,
474170,루미르,16740,15420,+8.6%,3.5x,6/7,Double Bottom,13000.0,13090.0,16630.0,+0.7%,KOSDAQ,,,,,,,,,,,,
126700,하이비젼시스템,19200,17674,+8.6%,1.1x,6/7,Double Bottom,15630.0,15470.0,19020.0,+0.9%,KOSDAQ,,,,,,,,,,,,
042600,새로닉스,22000,15521,+41.7%,0.8x,7/7,Pivot Setup,,,,,KOSDAQ,22100.0,-0.5%,0.5x avg,,,,,,,,,
122990,와이솔,7520,7065,+6.4%,1.2x,6/7,Double Bottom,6510.0,6240.0,7610.0,-1.2%,KOSDAQ,,,,,,,,,,,,
340450,지씨지놈,8420,7885,+6.8%,2.6x,6/7,Double Bottom,7400.0,7050.0,8280.0,+1.7%,KOSDAQ,,,,,,,,,,,,
322180,LS티라유텍,8690,7903,+10.0%,2.4x,7/7,Double Bottom,6890.0,6730.0,8380.0,+3.7%,KOSDAQ,,,,,,,,,,,,
456070,이엔셀,16510,15640,+5.6%,1.2x,6/7,Double Bottom,14600.0,14000.0,16020.0,+3.1%,KOSDAQ,,,,,,,,,,,,
040300,YTN,3530,3355,+5.2%,0.2x,6/7,Double Bottom,3055.0,3010.0,3400.0,+3.8%,KOSDAQ,,,,,,,,,,,,
225190,LK삼양,2360,2138,+10.4%,1.0x,6/7,Double Bottom,1830.0,1801.0,2320.0,+1.7%,KOSDAQ,,,,,,,,,,,,
250060,모비스,4950,4900,+1.0%,0.5x,6/7,Double Bottom,4050.0,4250.0,5010.0,-1.2%,KOSDAQ,,,,,,,,,,,,
105330,케이엔더블유,9840,7608,+29.3%,1.1x,7/7,Pivot Setup,,,,,KOSDAQ,9700.0,+1.4%,0.5x avg,,,,,,,,,
013310,아진산업,3430,3258,+5.3%,1.5x,6/7,Double Bottom,2860.0,2995.0,3355.0,+2.2%,KOSDAQ,,,,,,,,,,,,
049520,유아이엘,4080,3993,+2.2%,0.9x,7/7,Double Bottom,3705.0,3670.0,4165.0,-2.0%,KOSDAQ,,,,,,,,,,,,
330350,위더스제약,9150,8823,+3.7%,0.7x,7/7,Double Bottom,8000.0,8110.0,8910.0,+2.7%,KOSDAQ,,,,,,,,,,,,
448710,코츠테크놀로지,22200,20056,+10.7%,0.4x,6/7,Double Bottom,17070.0,17090.0,22100.0,+0.5%,KOSDAQ,,,,,,,,,,,,
011370,서한,1106,1061,+4.2%,0.8x,7/7,Double Bottom,1033.0,1009.0,1106.0,+0.0%,KOSDAQ,,,,,,,,,,,,
007820,엠엑스로보틱스,5490,5219,+5.2%,2.1x,6/7,Double Bottom,4480.0,4500.0,5600.0,-2.0%,KOSDAQ,,,,,,,,,,,,
052900,KX하이텍,1284,1212,+5.9%,1.6x,7/7,Double Bottom,1050.0,1057.0,1258.0,+2.1%,KOSDAQ,,,,,,,,,,,,
297570,알로이스,1907,1534,+24.3%,1.2x,7/7,Pivot Setup,,,,,KOSDAQ,1879.0,+1.5%,0.6x avg,,,,,,,,,
094970,제이엠티,3760,3096,+21.4%,1.1x,7/7,Pivot Setup,,,,,KOSDAQ,3785.0,-0.7%,0.7x avg,,,,,,,,,
126640,화신정공,1571,1515,+3.7%,1.3x,6/7,VCP,,,,,KOSDAQ,,,,,,,,27.6%,18.8%,8.7%,32% of initial,True
119500,포메탈,4420,4252,+3.9%,1.0x,7/7,Double Bottom,3845.0,3705.0,4370.0,+1.1%,KOSDAQ,,,,,,,,,,,,
466910,엔에이치스팩30호,5640,4244,+32.9%,0.0x,7/7,Pivot Setup,,,,,KOSDAQ,5740.0,-1.7%,0.8x avg,,,,,,,,,
017000,신원종합개발,3200,3124,+2.4%,0.5x,7/7,Double Bottom,2735.0,2865.0,3250.0,-1.5%,KOSDAQ,,,,,,,,,,,,
019570,플루토스,486,409,+18.8%,1.8x,6/7,Double Bottom,340.0,330.0,466.0,+4.3%,KOSDAQ,,,,,,,,,,,,
