ticker,name,price,ma50,vs_ma50,vol_ratio,trend_score,pattern,bottom1,bottom2,neckline,dist_from_neckline,market,range1,range2,range3,contraction,vol_contraction,pivot_price,distance,vol_dryup
001800,오리온홀딩스,25150,24517,+2.6%,0.5x,7/7,Double Bottom,24000.0,23150.0,25850.0,-2.7%,KOSPI,,,,,,,,
417310,코람코더원리츠,9990,9974,+0.2%,0.5x,7/7,VCP,,,,,KOSPI,16.9%,11.9%,6.1%,36% of initial,True,,,
002420,세기상사,6390,5608,+13.9%,1.5x,6/7,Double Bottom,4975.0,5070.0,6400.0,-0.2%,KOSPI,,,,,,,,
178320,서진시스템,80800,55598,+45.3%,1.1x,7/7,Pivot Setup,,,,,KOSDAQ,,,,,,82000.0,-1.5%,0.8x avg
089970,브이엠,61200,51403,+19.1%,0.9x,7/7,Double Bottom,53400.0,52100.0,60000.0,+2.0%,KOSDAQ,,,,,,,,
019010,베뉴지,5340,5161,+3.5%,1.8x,7/7,Double Bottom,4880.0,4895.0,5140.0,+3.9%,KOSDAQ,,,,,,,,
159010,아스플로,19170,9843,+94.8%,0.7x,7/7,Pivot Setup,,,,,KOSDAQ,,,,,,19400.0,-1.2%,0.4x avg
464680,KB제27호스팩,2105,2089,+0.8%,3.1x,6/7,Pivot Setup,,,,,KOSDAQ,,,,,,2110.0,-0.2%,0.7x avg
